#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByEdgeSampleAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,25523,1276,0.004
#EstTriByEdgeSampleAndCount
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
1.586,1.353,5.436,1.152 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
46.690,34.942

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
57159952.354,46.500,34.483
58184767.239,46.371,34.409
58270939.361,46.458,34.758
56965606.715,46.482,34.667
60692509.347,46.583,34.522
59389010.151,46.171,34.247
58663547.552,46.678,34.556
59715947.517,46.403,34.240
58578958.863,46.411,34.706
58083677.505,46.400,34.487
58330609.806,46.681,34.847
59947878.868,46.344,34.452
58718217.680,46.503,34.633
58958899.585,46.452,34.698
60253731.566,46.322,34.463
58359444.965,46.490,34.708
59551103.747,46.507,34.697
56387153.425,46.253,34.603
58379029.538,46.348,34.800
58763803.900,46.315,34.528
59430262.762,46.624,34.472
56418655.419,46.193,34.654
58782971.780,46.218,34.750
59263252.188,46.039,34.770
59489266.498,46.350,34.774
59498433.745,46.093,34.362
58586876.031,46.547,34.835
57724154.742,46.487,34.801
59472265.422,46.397,34.515
58364945.313,46.352,34.500
57496723.676,46.087,34.651
58916063.540,46.198,34.331
60970526.949,46.486,34.493
59763450.525,46.590,34.551
58401447.624,46.380,34.516
61094368.124,46.499,34.416
59720864.495,45.920,34.401
60535166.052,46.173,34.623
57861580.110,46.251,34.457
60463828.202,46.580,34.386
60124056.689,46.464,34.552
56665754.397,46.551,34.319
58384946.579,46.593,34.690
59197248.009,46.405,34.660
57878331.170,46.328,34.542
58573791.869,46.517,34.465
59271169.356,46.359,34.194
59546520.123,46.486,34.471
60273982.848,46.639,34.047
56679921.961,46.409,34.677
57994171.838,46.278,34.727
59133243.957,46.502,34.711
55576685.444,46.624,34.942
57867830.505,46.352,34.615
58682048.723,46.289,34.538
60786431.960,46.266,34.401
60333569.954,46.270,34.398
59642526.202,46.283,34.520
57888665.158,46.333,34.441
60059219.251,46.424,34.585
58289857.226,46.374,34.404
58550707.074,46.662,34.556
57692986.102,46.678,34.875
58193851.147,46.589,34.505
58531039.162,46.500,34.709
57853079.572,46.540,34.557
59196914.655,46.379,34.490
59092491.377,46.171,34.561
60131640.503,46.550,34.381
59026737.214,46.300,34.291
58330526.467,46.236,34.378
58723718.028,46.633,34.555
60108639.046,46.137,34.371
57204788.526,46.512,34.766
58551040.429,46.403,34.757
59602273.653,46.520,34.120
61248877.906,46.519,34.276
59380842.967,46.458,34.320
57153868.635,46.360,34.717
57680818.665,46.063,34.340
60392657.029,46.506,34.590
57645899.787,46.432,34.553
57976087.360,46.653,34.708
57901665.981,46.248,34.516
58570875.018,46.338,34.565
58387696.754,46.661,34.353
60307985.001,46.680,34.547
57725154.805,46.690,34.559
58227103.252,46.540,34.485
56360485.070,46.481,34.789
58502370.681,46.415,34.523
57838495.315,46.400,34.738
58440616.771,46.516,34.457
58500537.231,46.298,34.556
59490266.562,46.496,34.539
56983691.194,46.460,34.461
59371175.688,46.251,34.622
59773617.835,46.335,34.497
57816577.260,46.142,34.806
60086971.008,46.546,34.417
