#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByEdgeSampleAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,3828,191,0.001
#EstTriByEdgeSampleAndCount
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
3.829,3.719,10.428,2.432 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
16.650,17.990

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
54716640.744,15.865,17.693
58482174.217,15.879,17.420
56311866.744,15.609,17.786
60320212.395,16.345,17.320
54736087.944,15.564,17.869
60891404.428,16.237,17.419
60956969.273,16.251,17.412
61231452.604,16.616,17.589
60394667.388,16.233,17.622
61215339.210,16.272,17.546
62456626.178,15.859,17.319
55231158.082,15.550,17.989
58865006.232,16.255,17.693
56415770.353,15.988,17.570
59490094.790,15.934,17.293
59257284.029,15.562,17.713
59722905.551,15.961,17.561
60239645.425,15.980,17.225
57632053.778,16.090,17.688
60328546.909,15.621,17.526
58510511.565,16.198,17.520
59263396.006,15.924,17.734
58442168.550,15.912,16.934
63350641.724,16.228,17.453
61384252.029,16.507,17.535
57385352.161,15.872,17.720
59622335.747,15.509,17.327
59575662.468,16.138,17.727
59802916.886,15.874,17.377
59525099.749,15.941,17.612
55136144.621,15.375,17.381
59846256.359,15.771,17.724
61530939.478,16.650,17.830
61633731.818,16.192,17.743
61525938.769,16.193,17.470
61684850.171,15.891,17.366
55026684.669,15.583,17.647
56950846.159,15.927,17.649
60610809.120,15.844,17.158
60978639.009,16.132,17.550
53930418.247,15.267,17.523
55361176.502,15.200,17.856
56232411.043,15.654,17.461
55828464.926,15.845,17.955
56778043.900,15.640,17.362
57694284.817,16.005,17.579
64899750.079,16.235,17.445
56766931.214,15.651,17.484
58810554.073,15.843,17.293
64365785.542,16.602,17.518
57772073.615,16.072,17.470
58029332.284,15.888,17.729
55636215.467,15.658,17.515
57138650.543,15.676,17.401
57881533.567,15.676,17.621
57406466.263,16.180,17.638
62471628.303,16.057,17.208
54756090.777,15.583,17.877
58603858.123,16.233,17.427
56342426.629,16.028,17.725
57008076.489,16.090,17.537
59743464.019,16.030,17.443
61469819.707,16.309,17.534
59782358.418,15.699,17.701
61608172.642,16.515,17.474
52879713.835,15.620,17.514
57030301.860,15.604,17.557
61372583.710,16.304,17.468
59602332.913,16.247,17.627
54849992.970,15.505,17.397
59695679.471,16.173,17.772
61594837.419,15.950,17.659
61003642.552,15.831,17.493
59688456.226,16.031,16.954
61470930.976,16.296,17.484
56187404.667,15.780,17.356
55361176.502,15.634,17.474
61398698.520,16.224,17.647
59048921.177,15.977,17.609
59510653.258,16.034,17.692
62022675.810,16.436,17.619
62914468.819,16.355,17.549
53319220.545,15.455,17.373
60083512.194,15.956,17.514
58577187.678,16.027,17.569
57880977.933,15.960,17.619
57140317.446,15.835,17.710
59337850.999,15.817,17.990
55370622.284,15.339,17.723
56959180.673,15.793,17.721
55116697.421,15.612,17.530
60888070.623,16.126,17.471
57590936.842,15.965,17.631
56465777.438,16.361,17.663
64012957.778,16.608,17.771
57183101.285,15.699,17.433
62511633.971,16.283,17.328
55911254.433,15.991,17.426
63427874.888,16.612,17.757
54821655.622,15.368,17.559
