#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByEdgeSampleAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,3190,159,0.001
#EstTriByEdgeSampleAndCount
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
3.951,2.858,15.631,3.593 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
14.585,16.894

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
59493095.215,13.633,16.050
58861005.665,13.937,16.680
61596726.576,13.818,16.238
61801422.242,14.105,16.336
59635782.097,14.321,16.677
62905578.671,14.141,16.103
59601777.279,14.091,16.130
59888484.564,14.171,16.402
58606302.914,13.794,16.239
59877149.625,13.692,16.730
66736121.354,14.190,16.207
60595918.122,13.872,16.239
60451230.957,14.086,16.422
59805139.423,13.633,15.978
59650450.841,14.037,16.472
59255061.492,13.803,16.176
61990115.641,13.962,16.216
58434945.304,14.170,16.700
57126093.209,13.525,16.516
59443088.130,14.300,16.429
56312644.632,13.981,16.391
60773943.343,13.854,16.654
66242051.358,14.324,16.228
60280540.108,14.029,16.348
59007026.352,13.753,16.595
58452947.855,13.954,16.455
64427794.327,14.523,16.609
60005167.762,14.115,16.497
58484952.389,13.845,16.667
55810573.502,14.080,16.640
59168382.545,14.214,16.672
58746989.512,13.892,16.669
63457656.885,14.206,16.171
61684072.283,13.732,16.118
49585024.845,13.430,16.356
57452139.401,13.657,16.179
54979122.375,13.652,16.238
60317878.731,14.459,16.249
59465091.248,13.825,16.379
55341840.429,14.226,16.212
54377037.076,13.935,16.633
61267346.578,13.778,16.680
64497804.246,14.271,16.272
56589350.500,13.661,16.341
57406799.644,13.672,16.416
56961403.210,13.744,16.221
61460040.544,13.884,16.477
60859288.767,14.315,16.760
59889151.325,13.831,16.356
56595351.350,13.599,16.271
58270255.305,13.786,15.951
64039072.589,14.072,16.301
59539768.494,13.673,16.440
58476951.255,13.781,16.015
59363743.556,13.936,16.265
58207579.759,14.444,16.742
58820999.997,13.717,16.350
56480668.436,14.006,16.474
54981122.658,13.493,16.332
58366935.669,14.096,16.762
57708175.674,14.098,16.400
62142137.179,14.585,16.349
59647117.036,13.490,15.798
60115850.109,13.923,16.424
60825283.950,14.034,16.258
56522674.387,13.867,16.681
53653601.251,13.319,16.404
58303593.362,13.858,16.262
58713651.456,13.895,16.377
54293691.935,13.133,16.211
59700457.926,14.051,16.315
51667986.611,13.528,16.490
60437228.973,14.066,16.310
59325738.172,14.408,16.894
60173858.327,13.819,16.484
53163531.822,13.541,15.957
57431469.806,13.637,16.304
58171574.658,13.415,16.111
58979689.146,13.493,16.298
55528533.545,13.303,16.130
57982881.259,14.117,16.189
55486527.594,13.800,16.126
58608969.959,13.868,16.439
50338464.920,13.763,16.662
59087037.688,14.184,16.673
51631981.510,13.157,16.341
56871390.458,13.948,16.483
59108374.044,13.762,16.071
61063984.434,14.487,16.365
58311594.495,13.891,16.172
52756140.772,13.736,16.638
65132560.840,14.435,16.054
56302643.215,13.738,16.317
59287732.787,13.987,16.417
55064467.799,13.703,16.447
55354508.890,13.282,16.385
55063801.038,13.790,16.606
61302684.918,14.178,16.677
54725753.146,14.010,16.365
55504530.144,13.928,16.767
