#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByRW 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,51047,2552,0.008
#EstTriByRW
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
843.441,797.281,1857.402,170.084 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.784,3.066

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
644531250.000,0.776,2.986
458984375.000,0.780,2.990
583984375.000,0.773,2.948
458984375.000,0.769,2.916
482421875.000,0.775,2.962
492187500.000,0.777,2.963
537109375.000,0.774,2.965
593750000.000,0.782,2.961
482421875.000,0.777,2.942
421875000.000,0.781,2.974
496093750.000,0.782,3.010
380859375.000,0.780,2.883
515625000.000,0.779,2.943
558593750.000,0.778,2.966
802734375.000,0.758,2.966
525390625.000,0.774,3.002
574218750.000,0.779,3.014
503906250.000,0.777,2.917
556640625.000,0.766,2.980
558593750.000,0.774,3.017
507812500.000,0.778,2.977
482421875.000,0.784,2.985
558593750.000,0.777,2.982
722656250.000,0.775,2.992
482421875.000,0.781,2.965
507812500.000,0.777,2.850
515625000.000,0.772,2.922
513671875.000,0.778,2.938
503906250.000,0.778,2.881
585937500.000,0.773,2.902
525390625.000,0.777,2.976
498046875.000,0.781,2.988
873046875.000,0.778,2.921
1150390625.000,0.776,2.866
509765625.000,0.775,2.934
619140625.000,0.783,2.820
472656250.000,0.779,2.938
519531250.000,0.772,2.930
521484375.000,0.779,2.921
728515625.000,0.781,2.936
595703125.000,0.781,2.867
716796875.000,0.776,2.929
503906250.000,0.780,2.937
500000000.000,0.776,3.019
478515625.000,0.776,3.034
519531250.000,0.773,2.950
554687500.000,0.776,2.970
587890625.000,0.779,3.066
738281250.000,0.776,2.984
580078125.000,0.778,2.932
541015625.000,0.776,2.892
505859375.000,0.775,2.962
488281250.000,0.777,2.965
535156250.000,0.775,2.902
515625000.000,0.775,3.039
597656250.000,0.772,2.892
535156250.000,0.774,2.985
609375000.000,0.780,2.955
623046875.000,0.778,2.965
482421875.000,0.775,3.026
576171875.000,0.769,2.933
576171875.000,0.784,2.956
449218750.000,0.776,2.978
705078125.000,0.768,2.871
513671875.000,0.780,2.939
541015625.000,0.776,2.968
554687500.000,0.782,2.882
505859375.000,0.769,2.962
492187500.000,0.778,3.006
527343750.000,0.776,2.990
496093750.000,0.775,3.043
476562500.000,0.773,2.936
488281250.000,0.780,2.972
529296875.000,0.776,3.028
587890625.000,0.776,2.996
539062500.000,0.773,2.950
603515625.000,0.779,2.970
503906250.000,0.770,2.941
650390625.000,0.780,2.863
529296875.000,0.780,3.032
482421875.000,0.781,2.910
521484375.000,0.782,2.865
599609375.000,0.771,2.906
691406250.000,0.776,2.984
476562500.000,0.776,2.946
482421875.000,0.779,2.938
570312500.000,0.777,2.889
423828125.000,0.776,2.973
628906250.000,0.770,3.009
505859375.000,0.772,2.908
501953125.000,0.780,2.843
507812500.000,0.773,2.947
636718750.000,0.772,2.794
509765625.000,0.779,2.957
513671875.000,0.775,2.993
556640625.000,0.775,2.895
568359375.000,0.773,2.944
720703125.000,0.767,2.895
535156250.000,0.776,2.973
531250000.000,0.777,2.867
