#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByRW 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,57428,2871,0.009
#EstTriByRW
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
688.413,653.893,1629.520,169.277 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.883,3.342

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
392318244.170,0.874,3.211
448559670.782,0.875,3.222
433470507.545,0.877,3.189
404663923.182,0.867,3.227
436213991.770,0.867,3.259
636488340.192,0.877,3.225
363511659.808,0.879,3.194
443072702.332,0.872,3.213
396433470.508,0.876,3.263
418381344.307,0.864,3.263
481481481.481,0.866,3.252
389574759.945,0.876,3.320
488340192.044,0.877,3.237
408779149.520,0.868,3.267
390946502.058,0.877,3.122
444444444.444,0.867,3.202
1016460905.350,0.872,3.130
481481481.481,0.874,3.196
429355281.207,0.880,3.238
465020576.132,0.875,3.212
377229080.933,0.874,3.280
381344307.270,0.864,3.198
466392318.244,0.872,3.238
429355281.207,0.875,3.301
548696844.993,0.871,3.172
451303155.007,0.872,3.323
334705075.446,0.874,3.312
399176954.733,0.877,3.214
769547325.103,0.862,3.276
448559670.782,0.874,3.321
445816186.557,0.863,3.230
352537722.908,0.875,3.210
408779149.520,0.875,3.247
378600823.045,0.879,3.228
374485596.708,0.871,3.251
592592592.593,0.872,3.178
443072702.332,0.875,3.145
447187928.669,0.874,3.312
443072702.332,0.871,3.219
658436213.992,0.869,3.308
475994513.032,0.879,3.218
504801097.394,0.874,3.257
503429355.281,0.876,3.189
449931412.894,0.876,3.245
576131687.243,0.874,3.213
423868312.757,0.873,3.168
463648834.019,0.874,3.171
434842249.657,0.874,3.183
466392318.244,0.880,3.215
336076817.558,0.872,3.259
347050754.458,0.879,3.235
458161865.569,0.877,3.182
425240054.870,0.871,3.248
536351165.981,0.872,3.202
400548696.845,0.871,3.162
526748971.193,0.865,3.201
378600823.045,0.873,3.207
541838134.431,0.876,3.292
458161865.569,0.877,3.212
478737997.257,0.877,3.175
652949245.542,0.869,3.239
454046639.232,0.878,3.236
533607681.756,0.874,3.193
447187928.669,0.876,3.142
537722908.093,0.874,3.238
685871056.241,0.864,3.262
604938271.605,0.876,3.333
400548696.845,0.877,3.318
426611796.982,0.872,3.203
534979423.868,0.870,3.231
412894375.857,0.876,3.239
417009602.195,0.878,3.258
404663923.182,0.874,3.207
355281207.133,0.873,3.282
340192043.896,0.875,3.216
400548696.845,0.880,3.277
473251028.807,0.875,3.225
463648834.019,0.875,3.273
534979423.868,0.879,3.223
511659807.956,0.875,3.245
427983539.095,0.875,3.197
399176954.733,0.878,3.157
473251028.807,0.881,3.103
356652949.246,0.883,3.233
481481481.481,0.870,3.272
426611796.982,0.875,3.283
371742112.483,0.875,3.225
434842249.657,0.870,3.237
423868312.757,0.879,3.179
504801097.394,0.874,3.171
469135802.469,0.865,3.182
742112482.853,0.877,3.182
518518518.519,0.875,3.306
415637860.082,0.873,3.225
401920438.957,0.876,3.241
540466392.318,0.876,3.234
434842249.657,0.869,3.342
375857338.820,0.876,3.278
421124828.532,0.874,3.195
417009602.195,0.880,3.213
