#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByRWandNborSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,3828,191,0.001
#EstTriByRWandNborSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
15.321,13.766,52.848,12.047 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.128,1.073

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
73407622.079,0.126,1.005
48417970.617,0.118,1.024
70384138.179,0.123,1.010
45830381.804,0.121,1.042
60904461.834,0.121,1.027
61941275.389,0.119,0.966
48860811.133,0.118,1.001
72486102.636,0.125,0.991
42501021.235,0.118,1.033
43352252.943,0.121,1.058
67538735.063,0.124,1.022
61546219.420,0.123,0.960
47987354.054,0.118,1.015
59771245.732,0.120,1.021
59264229.458,0.121,1.023
77687950.707,0.126,1.013
55937369.243,0.118,0.996
53158920.057,0.119,1.010
46209324.378,0.113,0.984
39475870.432,0.117,1.031
72456654.020,0.125,1.015
56647747.662,0.123,1.049
58724430.761,0.122,1.037
40995252.353,0.120,1.040
86176097.691,0.127,0.999
56514117.620,0.122,1.045
51101961.976,0.123,1.066
59147268.443,0.125,1.049
54428544.373,0.122,1.026
60955858.004,0.118,0.987
55632881.661,0.122,1.021
59821252.817,0.121,1.028
35566427.681,0.115,1.024
53239487.027,0.114,0.956
34935504.963,0.114,1.032
63476770.704,0.124,1.051
62918636.076,0.120,1.018
45525894.222,0.120,1.040
53141139.761,0.115,0.993
46360734.718,0.115,0.975
54764147.474,0.120,0.997
52258792.534,0.122,1.044
46769681.543,0.122,1.073
63732084.653,0.119,0.992
58886675.969,0.119,1.002
74483052.216,0.123,0.986
42564641.359,0.115,1.021
48339904.001,0.122,1.063
59243670.990,0.119,1.010
41471430.926,0.121,1.065
69744047.495,0.125,1.010
57525094.181,0.121,1.011
74276078.449,0.122,0.994
38995524.602,0.120,1.054
58802775.193,0.121,1.026
59545658.217,0.123,1.039
49982081.097,0.119,1.033
67071724.456,0.125,0.997
72762252.870,0.123,1.000
55548425.252,0.117,0.976
50247952.097,0.121,1.058
43205009.860,0.117,1.025
49105290.213,0.117,1.008
58381604.414,0.123,1.055
58619971.517,0.121,1.022
77086198.789,0.125,0.978
63878216.467,0.123,1.034
89830782.126,0.128,1.004
72519440.693,0.125,1.036
51977641.591,0.121,1.042
52956669.182,0.121,1.039
51064456.662,0.121,1.048
58719152.235,0.123,1.045
45791209.587,0.119,1.040
37320009.449,0.117,1.029
62268266.159,0.121,1.019
66861694.700,0.123,1.015
45914282.579,0.119,1.048
68444141.112,0.124,1.018
45893168.476,0.117,1.000
55125865.387,0.118,1.019
49204193.114,0.121,1.054
76794212.978,0.123,1.003
58334653.318,0.123,1.014
68840586.166,0.118,0.968
65950454.491,0.121,0.992
35242492.900,0.114,1.010
58538293.279,0.117,1.001
58232416.611,0.122,1.027
59895152.176,0.119,1.022
52459932.141,0.122,1.038
65034491.391,0.125,1.049
39757021.374,0.117,1.027
54275467.131,0.121,1.039
55938202.695,0.121,1.039
39398637.268,0.119,1.053
61986003.948,0.119,1.003
72821983.555,0.126,1.015
53648711.670,0.122,1.042
61581224.379,0.123,1.045
