#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByRWandNborSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,4466,223,0.001
#EstTriByRWandNborSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
13.731,10.821,44.829,10.262 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.148,1.209

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
71541802.188,0.145,1.158
60367600.061,0.139,1.133
59002168.521,0.140,1.162
63101320.688,0.143,1.166
48207782.108,0.138,1.162
76385821.787,0.145,1.143
47792008.919,0.139,1.185
32424593.680,0.133,1.177
58614970.809,0.142,1.162
72450264.226,0.140,1.134
72153317.395,0.147,1.181
54095521.002,0.142,1.190
60427608.562,0.141,1.173
38306855.608,0.136,1.169
40836261.575,0.139,1.168
54471050.395,0.141,1.156
58291353.532,0.143,1.182
62755557.417,0.143,1.190
51575640.194,0.139,1.169
61755415.724,0.142,1.141
68793793.823,0.145,1.158
55606449.345,0.142,1.195
52815101.506,0.140,1.172
62617442.612,0.139,1.138
55688127.584,0.144,1.184
80076344.633,0.146,1.133
64873952.774,0.144,1.148
57853434.348,0.143,1.161
52426236.891,0.139,1.168
71692299.700,0.143,1.147
63568529.736,0.140,1.146
65942199.353,0.145,1.175
43531167.179,0.136,1.151
57076657.634,0.138,1.160
43643802.184,0.140,1.201
47593171.225,0.141,1.192
45348091.254,0.137,1.155
62422414.982,0.141,1.153
64865856.389,0.144,1.164
46159872.928,0.140,1.209
64828946.398,0.145,1.167
56916158.705,0.139,1.130
71299386.892,0.144,1.136
60125422.894,0.142,1.159
55155671.197,0.138,1.126
42984423.053,0.137,1.167
68284674.075,0.147,1.199
55505720.789,0.142,1.200
77140214.378,0.145,1.131
40184264.442,0.137,1.201
75000149.284,0.146,1.134
75861461.785,0.145,1.150
48666894.771,0.139,1.176
52610786.846,0.143,1.201
52556969.698,0.137,1.162
70164464.200,0.146,1.177
44523450.615,0.139,1.189
60977686.494,0.144,1.170
39890175.159,0.137,1.199
61768274.689,0.143,1.188
51039611.873,0.141,1.183
48721426.306,0.139,1.159
61066746.730,0.138,1.133
72450026.097,0.143,1.120
71080546.365,0.141,1.124
72428594.489,0.143,1.125
65194236.245,0.143,1.157
77063298.719,0.144,1.134
72727922.610,0.146,1.146
51828533.165,0.141,1.204
72109501.663,0.144,1.146
56312501.755,0.140,1.155
54321029.141,0.141,1.190
66583718.811,0.142,1.143
60940062.116,0.140,1.156
71802791.544,0.146,1.176
58786423.670,0.143,1.189
62475517.743,0.142,1.163
57635546.337,0.138,1.148
63706644.541,0.142,1.150
66934482.790,0.145,1.161
59643449.850,0.145,1.180
49177919.550,0.137,1.119
47553403.687,0.139,1.209
54433187.888,0.141,1.153
59202434.989,0.143,1.172
67517422.519,0.140,1.088
51497772.020,0.140,1.182
60541196.083,0.139,1.114
42374812.879,0.141,1.190
62328354.037,0.142,1.150
58591396.040,0.142,1.184
55828385.549,0.141,1.184
75180889.176,0.148,1.191
60177573.139,0.142,1.185
53226350.245,0.141,1.172
59083370.502,0.143,1.207
65131132.066,0.140,1.138
59211483.890,0.142,1.163
64964679.913,0.144,1.161
