#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWandNborSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,6222,311,0.000
#EstTriByRWandNborSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
18.305,14.506,100.000,19.366 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.044,0.559

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
571786433.598,0.042,0.543
592954820.005,0.042,0.544
582483960.419,0.039,0.495
615325709.427,0.042,0.547
554676390.699,0.042,0.544
703671764.264,0.043,0.539
684612549.812,0.043,0.550
675233359.629,0.042,0.536
704939267.442,0.042,0.539
582686460.927,0.041,0.535
654672474.745,0.040,0.519
670722514.986,0.042,0.549
788004475.705,0.043,0.551
651469133.380,0.043,0.556
545840535.212,0.041,0.540
593455654.594,0.042,0.545
712924287.462,0.042,0.530
617706548.730,0.043,0.549
588039807.682,0.042,0.556
662654161.424,0.043,0.545
522368809.697,0.042,0.548
677246698.011,0.043,0.559
671219182.898,0.043,0.556
606694854.455,0.042,0.543
562986411.534,0.042,0.545
0.000,0.000,0.001
492280400.925,0.040,0.525
626948238.568,0.042,0.550
598945668.359,0.041,0.523
601305674.276,0.041,0.537
619654053.613,0.042,0.545
661535825.287,0.042,0.544
656179145.189,0.043,0.552
589958145.825,0.042,0.552
591796483.768,0.043,0.547
702592594.892,0.043,0.549
623469063.178,0.042,0.544
679423370.135,0.041,0.532
547523039.431,0.042,0.540
592516485.573,0.042,0.546
641563275.211,0.042,0.534
672027518.258,0.043,0.550
666610004.675,0.043,0.545
562084742.607,0.042,0.552
680483372.792,0.042,0.536
632647419.523,0.043,0.553
675850027.842,0.043,0.546
624023231.234,0.042,0.549
540002187.241,0.042,0.549
506576270.101,0.041,0.525
640518272.591,0.042,0.542
639777437.400,0.043,0.551
625089067.240,0.042,0.542
596306495.075,0.042,0.548
667840841.095,0.043,0.550
640244105.237,0.042,0.539
541195523.566,0.042,0.559
490404562.888,0.042,0.552
852981305.284,0.044,0.534
578572283.945,0.042,0.553
565578918.034,0.042,0.548
619480719.845,0.042,0.537
512278784.399,0.042,0.551
636408262.286,0.042,0.545
730261830.932,0.043,0.537
614981541.898,0.042,0.545
0.000,0.000,0.000
547780540.076,0.042,0.552
614284873.484,0.042,0.544
717394298.670,0.043,0.539
616613212.655,0.042,0.549
632634919.492,0.043,0.552
645567451.917,0.043,0.550
582448126.996,0.042,0.543
522962977.853,0.041,0.535
549792211.787,0.042,0.537
566792254.410,0.042,0.551
633094087.310,0.043,0.555
622771561.429,0.041,0.518
648438292.448,0.043,0.544
683372546.703,0.043,0.551
658353317.307,0.042,0.540
527852990.113,0.041,0.538
711498450.554,0.043,0.548
0.000,0.000,0.001
552196384.481,0.042,0.547
702427594.478,0.044,0.551
507693772.903,0.041,0.543
632508252.508,0.042,0.540
0.000,0.000,0.000
608552359.112,0.042,0.550
698450917.841,0.043,0.550
631090748.954,0.043,0.552
689248394.768,0.043,0.548
656698313.158,0.043,0.553
695975911.636,0.042,0.538
697634249.127,0.043,0.549
549493877.705,0.041,0.512
628249075.162,0.043,0.554
600191504.816,0.042,0.550
