#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWandNborSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,18666,933,0.001
#EstTriByRWandNborSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
18.495,15.085,100.000,19.752 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.129,1.368

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
681432541.839,0.128,1.327
690399508.765,0.129,1.340
658457206.457,0.127,1.329
604150403.631,0.123,1.314
632442696.788,0.126,1.323
670932515.513,0.128,1.352
649356905.862,0.128,1.347
661105268.652,0.127,1.324
654887197.506,0.126,1.315
607141522.241,0.127,1.346
658389150.730,0.127,1.334
651318299.669,0.127,1.336
628197408.366,0.127,1.356
668516398.344,0.129,1.339
625473512.648,0.126,1.339
620010443.395,0.125,1.334
625749624.451,0.126,1.344
611136254.479,0.126,1.334
652945803.749,0.127,1.332
569301982.924,0.123,1.340
599409836.189,0.126,1.351
646566898.867,0.127,1.351
650445519.703,0.127,1.335
657899427.280,0.125,1.324
609855140.156,0.128,1.349
589506478.026,0.127,1.356
560478905.247,0.123,1.330
700976479.729,0.129,1.345
579748398.005,0.124,1.344
581305346.353,0.126,1.344
668403342.505,0.128,1.336
549858045.285,0.123,1.336
642457444.119,0.127,1.341
582335348.935,0.124,1.320
647970235.719,0.129,1.365
564767804.889,0.126,1.368
681049763.101,0.128,1.345
580628677.990,0.124,1.327
690480897.858,0.128,1.319
631503249.988,0.126,1.331
606759854.617,0.128,1.368
601864564.566,0.126,1.315
602607899.763,0.127,1.360
638310767.056,0.127,1.347
587052027.428,0.125,1.346
659662765.035,0.126,1.320
622629061.072,0.126,1.357
653253860.077,0.127,1.343
881668.877,0.000,0.001
591400649.442,0.126,1.353
604192348.180,0.127,1.359
573997828.031,0.123,1.326
584206464.738,0.125,1.344
641970776.233,0.127,1.323
666721116.065,0.128,1.347
602337621.308,0.126,1.361
559505291.695,0.124,1.321
0.000,0.000,0.001
637664098.768,0.124,1.320
658968596.628,0.128,1.343
631424360.901,0.129,1.357
623818786.277,0.127,1.343
0.000,0.000,0.001
672583630.764,0.128,1.329
533141892.263,0.125,1.366
603355679.416,0.127,1.351
602133731.908,0.127,1.351
653474693.964,0.128,1.345
605232906.345,0.126,1.348
586121191.761,0.128,1.367
633767977.889,0.127,1.345
558348622.128,0.126,1.355
652354413.378,0.126,1.345
577126169.208,0.127,1.368
618403772.700,0.127,1.352
2966951.883,0.000,0.000
608116524.686,0.128,1.354
648287736.515,0.127,1.348
659367764.295,0.128,1.334
0.000,0.000,0.001
637468542.722,0.126,1.345
605512351.490,0.126,1.350
619313497.203,0.127,1.340
616236267.266,0.126,1.341
699211475.303,0.129,1.323
610060696.227,0.127,1.360
660201099.718,0.126,1.332
606350409.146,0.126,1.352
656759146.644,0.127,1.338
700506200.772,0.128,1.335
607420967.386,0.126,1.348
638750768.159,0.127,1.339
599092890.950,0.128,1.364
683634214.026,0.128,1.334
669395844.993,0.128,1.335
659759987.501,0.128,1.342
606357353.608,0.127,1.357
608745970.708,0.128,1.357
621688503.158,0.125,1.333
596032049.943,0.126,1.350
