#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWandNborSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,9333,466,0.000
#EstTriByRWandNborSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
19.882,14.273,100.000,21.996 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.065,0.792

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
724756817.129,0.064,0.766
598427055.947,0.062,0.761
623162673.521,0.064,0.777
650484408.689,0.063,0.771
595600937.751,0.063,0.770
593793155.440,0.063,0.773
605857074.576,0.063,0.766
683288935.382,0.064,0.773
661686103.441,0.064,0.776
568897537.466,0.062,0.766
639583825.803,0.063,0.765
638658267.927,0.063,0.771
666174448.028,0.064,0.763
637511598.386,0.064,0.785
645329395.764,0.064,0.777
674492802.217,0.063,0.756
601820397.789,0.063,0.775
595844827.251,0.062,0.760
665476668.500,0.064,0.772
591690927.947,0.063,0.774
609893751.364,0.063,0.779
607202077.948,0.063,0.774
575501998.469,0.062,0.751
547226927.577,0.061,0.759
587848696.092,0.064,0.773
650718298.165,0.064,0.775
614607652.071,0.064,0.780
725425152.138,0.064,0.748
601921509.153,0.064,0.779
624117675.915,0.062,0.751
579629786.596,0.063,0.777
0.000,0.000,0.000
708238442.381,0.064,0.761
630168802.198,0.063,0.768
0.000,0.000,0.000
626143792.106,0.063,0.764
630525469.759,0.064,0.784
594323712.326,0.063,0.775
576638667.986,0.062,0.766
689408950.726,0.064,0.778
540536910.804,0.063,0.780
536871901.615,0.063,0.775
640094382.639,0.063,0.756
581430902.223,0.063,0.759
630347135.978,0.063,0.765
645807730.297,0.064,0.772
548703597.946,0.062,0.774
716327351.550,0.065,0.770
665603891.042,0.064,0.780
636875485.680,0.063,0.755
626103236.449,0.063,0.767
573573104.744,0.063,0.779
594047600.523,0.064,0.785
764504139.007,0.064,0.752
605812074.463,0.062,0.766
578723117.656,0.063,0.779
585044800.173,0.063,0.777
612640424.917,0.062,0.759
651711633.988,0.064,0.763
606153741.987,0.064,0.788
0.000,0.000,0.001
689171727.909,0.064,0.762
0.000,0.000,0.001
696416746.074,0.064,0.762
636859374.528,0.064,0.778
565104194.622,0.064,0.787
610005418.310,0.062,0.762
574281439.853,0.063,0.779
617309325.512,0.063,0.766
1466114.787,0.000,0.000
680653928.776,0.064,0.778
537781348.339,0.063,0.786
624369898.770,0.064,0.778
574779774.436,0.064,0.792
602252621.095,0.064,0.790
773286938.805,0.063,0.731
618844884.917,0.064,0.777
701501758.824,0.065,0.773
721109585.763,0.063,0.752
0.000,0.000,0.000
626970460.846,0.063,0.766
691577289.496,0.064,0.767
651897190.009,0.064,0.773
561886964.333,0.062,0.756
626170458.840,0.063,0.769
542988583.617,0.063,0.777
660424989.168,0.063,0.766
666801116.266,0.062,0.754
703679542.062,0.065,0.770
665633891.117,0.063,0.762
621735447.720,0.064,0.789
594917047.147,0.063,0.764
645554951.886,0.063,0.767
686360609.750,0.064,0.764
601460952.443,0.063,0.771
634593257.735,0.063,0.774
612838758.748,0.063,0.769
654474418.693,0.063,0.757
570119762.752,0.061,0.744
689078394.342,0.063,0.755
