#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWandNborSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,7777,388,0.000
#EstTriByRWandNborSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
18.103,16.016,100.000,19.195 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.054,0.675

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
566751856.233,0.052,0.663
567017874.002,0.053,0.672
729454723.983,0.054,0.659
659167362.467,0.054,0.661
598911337.661,0.053,0.670
520594773.167,0.051,0.640
573625648.702,0.052,0.654
552243553.816,0.052,0.654
546983202.451,0.049,0.633
525920462.230,0.053,0.664
574494373.395,0.052,0.652
605852467.961,0.053,0.668
532775586.785,0.049,0.626
569336695.554,0.053,0.661
685535790.415,0.054,0.665
569619381.103,0.052,0.651
520932129.034,0.052,0.661
646532518.522,0.052,0.654
653426312.326,0.054,0.665
656067822.100,0.052,0.654
647530585.187,0.052,0.653
618039281.980,0.054,0.662
684312375.363,0.053,0.648
611606852.326,0.053,0.667
585714456.174,0.053,0.666
610254762.013,0.053,0.670
642654926.184,0.053,0.654
747928624.615,0.054,0.654
670906813.271,0.052,0.649
616439175.101,0.052,0.651
534135010.922,0.052,0.652
650701463.653,0.052,0.645
607106551.728,0.053,0.660
531361492.331,0.051,0.647
642386241.571,0.053,0.668
647569254.437,0.054,0.669
634295701.162,0.053,0.663
0.000,0.000,0.000
566492505.576,0.053,0.663
687909282.286,0.053,0.649
687577260.108,0.053,0.666
712188904.045,0.053,0.651
570313427.462,0.052,0.653
705879149.251,0.054,0.659
632420909.269,0.053,0.665
722761610.249,0.054,0.661
636531850.526,0.051,0.643
728566664.665,0.054,0.657
644731731.571,0.053,0.656
650656127.292,0.053,0.665
767369256.487,0.054,0.656
13647578.258,0.000,0.001
609289364.196,0.052,0.664
558214619.321,0.053,0.665
637933277.468,0.052,0.650
697064560.480,0.054,0.662
643004949.564,0.053,0.660
531456165.321,0.050,0.627
0.000,0.000,0.000
646579188.306,0.052,0.643
0.000,0.000,0.000
679771405.382,0.053,0.655
573014274.532,0.052,0.663
601422172.039,0.053,0.670
547386562.727,0.051,0.647
634671726.279,0.053,0.659
620080751.674,0.053,0.664
640552119.060,0.053,0.667
591316163.674,0.054,0.668
651553520.566,0.053,0.663
584371033.107,0.053,0.672
573728322.226,0.052,0.654
705029092.471,0.053,0.647
617321900.729,0.052,0.648
583418302.803,0.053,0.670
600209424.367,0.052,0.662
549168015.052,0.050,0.634
672773604.630,0.053,0.646
580959471.898,0.051,0.645
670170097.395,0.053,0.658
680067425.155,0.054,0.667
566996539.243,0.052,0.655
567803926.506,0.053,0.649
710118099.059,0.052,0.636
696491188.848,0.053,0.659
719528727.642,0.054,0.659
679873412.196,0.054,0.633
694030357.810,0.053,0.657
685288440.560,0.053,0.666
556330493.470,0.052,0.666
635152425.054,0.054,0.671
591999542.654,0.053,0.657
678449317.073,0.054,0.660
515721114.297,0.052,0.662
718922020.450,0.053,0.657
643584988.308,0.053,0.662
532124876.654,0.051,0.650
646976548.181,0.054,0.675
617837935.198,0.053,0.660
455509759.142,0.050,0.649
