#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWandNborSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,6222,311,0.000
#EstTriByRWandNborSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
23.310,17.719,100.000,25.013 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.044,0.557

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
0.000,0.000,0.001
649872462.711,0.043,0.556
528054657.286,0.041,0.542
569518094.577,0.042,0.552
544939699.620,0.041,0.527
680312539.031,0.042,0.526
727523490.733,0.044,0.554
689680062.517,0.042,0.541
743435197.293,0.043,0.546
680715040.040,0.043,0.542
478322032.595,0.042,0.557
595637326.731,0.041,0.524
657145814.280,0.043,0.545
705366768.514,0.043,0.551
607233189.138,0.041,0.522
728976827.710,0.043,0.544
570401430.125,0.041,0.537
746061870.546,0.043,0.532
653627472.125,0.042,0.550
721260141.696,0.043,0.553
690100063.570,0.043,0.528
664291665.529,0.043,0.547
657779149.201,0.041,0.523
559979737.329,0.041,0.534
576049777.620,0.043,0.550
688655059.947,0.042,0.540
647299956.261,0.041,0.529
621464891.486,0.043,0.552
664495832.708,0.043,0.555
647094122.411,0.042,0.542
636747429.803,0.042,0.537
4940012.386,0.000,0.002
637169097.527,0.043,0.549
732739337.143,0.043,0.538
654112473.341,0.042,0.540
620744889.681,0.042,0.547
642768278.232,0.043,0.541
636370762.192,0.042,0.546
559024734.935,0.042,0.553
612497369.003,0.042,0.548
673491688.596,0.043,0.544
638922435.256,0.043,0.542
652044968.158,0.043,0.549
0.000,0.000,0.000
648310792.128,0.042,0.534
802810346.160,0.043,0.532
709298445.038,0.044,0.555
641059107.280,0.043,0.552
599860670.653,0.042,0.550
0.000,0.000,0.001
568248924.729,0.042,0.548
622946561.868,0.043,0.552
563988914.048,0.042,0.550
685673385.805,0.043,0.546
0.000,0.000,0.000
637455764.912,0.043,0.554
714535958.170,0.043,0.548
724094315.468,0.043,0.546
591594816.595,0.043,0.557
645876619.359,0.042,0.541
0.000,0.000,0.000
635520760.061,0.043,0.544
782217794.530,0.043,0.530
646111619.948,0.041,0.520
0.000,0.000,0.001
571197265.454,0.042,0.544
758400234.814,0.043,0.540
730190164.085,0.043,0.542
0.000,0.000,0.000
581117290.326,0.041,0.530
731641834.392,0.042,0.529
714854292.301,0.042,0.539
547096371.694,0.042,0.554
672860853.681,0.043,0.542
561065573.385,0.043,0.555
532745502.380,0.042,0.551
541343023.936,0.042,0.541
692926737.324,0.043,0.533
708368442.707,0.042,0.532
505827101.556,0.042,0.545
687613390.669,0.043,0.548
640091604.854,0.042,0.545
566407253.444,0.042,0.546
519686302.971,0.042,0.551
741205191.702,0.043,0.544
558764734.283,0.041,0.532
496622911.813,0.041,0.534
554493056.906,0.042,0.550
586527303.890,0.041,0.533
524750482.335,0.042,0.552
578590617.324,0.042,0.540
572209767.993,0.042,0.546
560658905.699,0.042,0.556
618251550.096,0.042,0.550
585168133.815,0.043,0.557
662452494.252,0.042,0.544
488215390.733,0.042,0.547
581877292.231,0.043,0.556
633246587.692,0.041,0.530
608414025.432,0.043,0.552
