#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWandNborSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,15555,777,0.001
#EstTriByRWandNborSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
18.752,15.445,100.000,18.211 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.108,1.190

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
591723816.919,0.105,1.183
575189775.464,0.105,1.186
633066920.575,0.106,1.164
670889682.072,0.107,1.170
635972927.861,0.106,1.173
699606087.404,0.106,1.144
639409269.810,0.107,1.179
622762561.407,0.105,1.158
589015476.795,0.106,1.179
654076306.584,0.107,1.172
687302056.555,0.108,1.179
633183920.869,0.105,1.160
690115730.276,0.106,1.142
566792421.077,0.103,1.163
614849874.901,0.106,1.176
648271625.364,0.106,1.154
601473174.696,0.105,1.179
677014364.095,0.106,1.135
695719077.658,0.107,1.147
606055186.184,0.106,1.175
574836441.245,0.106,1.190
745154534.938,0.108,1.146
642405610.656,0.106,1.160
682189377.070,0.107,1.147
613785872.233,0.105,1.165
535208008.554,0.104,1.171
540749689.115,0.104,1.175
626453903.995,0.106,1.170
647141289.196,0.107,1.167
698525751.362,0.107,1.159
694591741.499,0.107,1.144
649805295.875,0.106,1.166
618576884.245,0.104,1.174
623754563.894,0.106,1.179
642074276.492,0.104,1.147
605277850.902,0.105,1.161
0.000,0.000,0.000
525329650.454,0.105,1.178
608925860.048,0.104,1.140
515744959.756,0.103,1.183
674914025.495,0.106,1.161
655875644.429,0.106,1.174
590008145.950,0.103,1.146
569343427.473,0.104,1.182
643511946.763,0.105,1.154
1085002.720,0.000,0.001
608709859.507,0.106,1.180
653717639.018,0.104,1.128
644962950.401,0.107,1.178
694774741.957,0.107,1.145
723734481.233,0.107,1.136
545426700.841,0.104,1.178
11897029.829,0.000,0.002
628590242.685,0.106,1.173
634710591.363,0.106,1.174
611558533.316,0.104,1.155
590584147.395,0.105,1.175
662078326.647,0.106,1.152
623608896.862,0.104,1.159
604297181.776,0.105,1.165
623410896.365,0.106,1.163
637971599.539,0.106,1.183
645728952.322,0.106,1.178
650297297.109,0.104,1.132
627374906.304,0.106,1.160
661036657.368,0.107,1.164
596873829.831,0.105,1.177
649663962.188,0.105,1.147
712355119.369,0.106,1.136
612857869.907,0.104,1.161
0.000,0.000,0.000
739792521.494,0.107,1.137
580628455.767,0.104,1.160
641859609.287,0.105,1.173
651433966.626,0.104,1.146
548491375.192,0.105,1.189
560872072.900,0.105,1.186
668696343.240,0.106,1.154
643683613.860,0.106,1.170
538924684.539,0.103,1.169
626609904.386,0.107,1.177
754496225.026,0.106,1.133
631269916.070,0.106,1.183
619896887.555,0.105,1.167
656544979.440,0.106,1.167
660904323.703,0.107,1.172
605777518.821,0.105,1.164
599934837.506,0.105,1.166
659355986.488,0.107,1.184
624325898.660,0.104,1.149
633397921.405,0.106,1.156
661409991.638,0.106,1.156
602388510.324,0.104,1.146
571471099.474,0.104,1.171
607676190.248,0.106,1.171
629149244.086,0.105,1.164
685132717.783,0.107,1.156
620737222.995,0.106,1.168
631474916.584,0.106,1.140
639236936.045,0.106,1.167
