#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByEdgeSampleAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,9333,466,0.000
#EstTriByEdgeSampleAndCount
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
2.277,1.748,8.474,1.759 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.030,0.491

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
570392618.958,0.030,0.489
529620365.113,0.030,0.488
559883687.487,0.030,0.487
536125523.708,0.030,0.485
540278201.820,0.030,0.488
533957507.920,0.030,0.486
556001039.019,0.030,0.485
544127513.295,0.030,0.488
506340031.569,0.030,0.491
577514511.926,0.030,0.486
550994933.882,0.030,0.486
558247952.357,0.030,0.485
580829320.278,0.030,0.490
533988622.447,0.030,0.488
557220061.735,0.030,0.484
563920797.356,0.030,0.488
540415994.725,0.030,0.489
540265978.256,0.030,0.484
559159163.503,0.030,0.486
556432197.463,0.030,0.484
575345384.906,0.030,0.486
545724355.266,0.030,0.489
541136073.777,0.030,0.490
553651892.235,0.030,0.485
555364302.450,0.030,0.487
556992258.948,0.030,0.486
558043485.465,0.030,0.490
543856372.417,0.030,0.486
563452968.219,0.030,0.485
522719607.532,0.030,0.487
508380255.549,0.030,0.489
568836892.612,0.030,0.484
544943158.394,0.030,0.489
543547449.614,0.030,0.486
564577536.121,0.030,0.489
571317164.901,0.030,0.484
549789245.963,0.030,0.486
557964587.915,0.030,0.488
566951130.033,0.030,0.487
527186764.613,0.030,0.489
549178067.756,0.030,0.486
547571224.686,0.030,0.488
564455300.480,0.030,0.485
556224396.873,0.030,0.489
567155596.924,0.030,0.487
568271274.961,0.030,0.486
536403331.984,0.030,0.484
556046599.576,0.030,0.486
553049603.893,0.030,0.483
536958948.536,0.030,0.489
552422868.422,0.030,0.484
547802361.172,0.030,0.485
550672676.282,0.030,0.485
551219402.969,0.030,0.486
520318232.793,0.030,0.490
551832803.643,0.030,0.487
540774923.018,0.030,0.486
568225714.404,0.030,0.486
552954037.846,0.030,0.486
540008172.176,0.030,0.487
551400533.965,0.030,0.487
575935449.685,0.030,0.487
551616113.188,0.030,0.485
544108622.332,0.030,0.487
523749720.620,0.030,0.489
535502121.936,0.030,0.484
518532481.194,0.030,0.490
535216535.028,0.030,0.490
565520973.027,0.030,0.489
525406569.179,0.030,0.488
544712021.908,0.030,0.487
556506650.082,0.030,0.487
570170372.337,0.030,0.484
572472847.330,0.030,0.484
550358197.313,0.030,0.486
555355412.585,0.030,0.483
543956383.397,0.030,0.487
548001271.898,0.030,0.488
554518654.057,0.030,0.487
565405404.784,0.030,0.484
546817808.641,0.030,0.489
550804913.021,0.030,0.488
541406103.421,0.030,0.489
538714696.842,0.030,0.488
546083283.559,0.030,0.487
543800810.762,0.030,0.488
538210197.012,0.030,0.485
554769792.739,0.030,0.487
532381779.378,0.030,0.488
528749158.358,0.030,0.490
595154226.231,0.030,0.484
532654031.488,0.030,0.485
546022165.738,0.030,0.487
534039739.170,0.030,0.486
541925049.281,0.030,0.486
560398188.414,0.030,0.487
564809783.840,0.030,0.487
574823105.347,0.030,0.486
562721776.836,0.030,0.487
570888228.923,0.030,0.485
