#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByEdgeSampleAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,3111,155,0.000
#EstTriByEdgeSampleAndCount
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
3.360,3.211,9.619,2.383 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.010,0.175

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
525857083.804,0.010,0.174
593462326.307,0.010,0.174
563982772.720,0.010,0.173
590157922.099,0.010,0.174
544979947.713,0.010,0.174
570768305.075,0.010,0.173
586023248.821,0.010,0.173
569457880.399,0.010,0.173
558200898.959,0.010,0.173
540391794.140,0.010,0.174
553386005.239,0.010,0.175
541108693.136,0.010,0.175
562225536.577,0.010,0.174
529498263.820,0.010,0.174
569301162.944,0.010,0.174
531038763.057,0.010,0.173
545456768.905,0.010,0.174
535250127.855,0.010,0.174
548794517.253,0.010,0.173
536420507.146,0.010,0.175
531175474.028,0.010,0.175
554976520.686,0.010,0.174
561938776.979,0.010,0.174
549904877.093,0.010,0.174
519428333.740,0.010,0.173
523076182.583,0.010,0.174
560131524.627,0.010,0.174
550561756.638,0.010,0.173
527430927.181,0.010,0.175
518734775.642,0.010,0.174
530135136.881,0.010,0.174
523172880.588,0.010,0.174
505390451.080,0.010,0.173
545106655.442,0.010,0.174
529594961.824,0.010,0.173
587056917.140,0.010,0.174
516277312.573,0.010,0.175
544249711.062,0.010,0.173
566170148.261,0.010,0.175
551718798.273,0.010,0.173
574142731.976,0.010,0.173
528711342.131,0.010,0.174
541632196.124,0.010,0.174
547994257.909,0.010,0.174
586803501.681,0.010,0.173
565856713.351,0.010,0.174
579827907.732,0.010,0.173
564969759.245,0.010,0.173
557880795.222,0.010,0.173
543906266.426,0.010,0.174
506487473.264,0.010,0.174
523769740.682,0.010,0.174
574439494.816,0.010,0.173
544246376.648,0.010,0.174
550154958.138,0.010,0.174
500822303.991,0.010,0.175
525363590.542,0.010,0.173
510742185.443,0.010,0.174
546890566.897,0.010,0.174
534489881.478,0.010,0.174
543362756.955,0.010,0.175
528154495.004,0.010,0.174
495880702.541,0.010,0.173
537160747.039,0.010,0.174
514196638.278,0.010,0.175
556713750.345,0.010,0.173
539138054.501,0.010,0.174
590314639.553,0.010,0.173
523973139.932,0.010,0.175
552625758.863,0.010,0.173
552969203.498,0.010,0.174
556416987.505,0.010,0.174
563645996.913,0.010,0.172
584612791.727,0.010,0.173
562372250.790,0.010,0.174
540751910.845,0.010,0.174
525570324.206,0.010,0.174
577170379.827,0.010,0.173
550435048.908,0.010,0.173
548231001.298,0.010,0.174
573645904.300,0.010,0.174
584329366.543,0.010,0.174
580571482.040,0.010,0.173
550845181.822,0.010,0.174
548947900.294,0.010,0.173
529865049.352,0.010,0.175
548200991.573,0.010,0.174
569397860.948,0.010,0.173
577113694.791,0.010,0.174
557247256.574,0.010,0.173
537084055.518,0.010,0.174
542485806.091,0.010,0.174
567343861.965,0.010,0.173
522512666.629,0.010,0.173
536130413.133,0.010,0.174
588684111.140,0.010,0.173
575076367.877,0.010,0.173
527617654.361,0.010,0.174
525120178.325,0.010,0.173
509725189.194,0.010,0.174
