#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByEdgeSampleAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,12444,622,0.000
#EstTriByEdgeSampleAndCount
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
1.748,1.407,5.890,1.377 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.040,0.636

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
516801362.186,0.040,0.634
540403091.062,0.040,0.633
565133156.245,0.040,0.630
551076452.528,0.040,0.629
564873988.896,0.040,0.631
556802300.954,0.040,0.629
552007288.315,0.040,0.632
552090621.868,0.040,0.629
568213164.364,0.040,0.629
563448151.804,0.040,0.628
544068100.722,0.040,0.630
562469815.892,0.040,0.631
543664766.326,0.040,0.630
562112314.950,0.040,0.628
552091455.203,0.040,0.628
548383945.431,0.040,0.630
559078973.621,0.040,0.628
560375643.706,0.040,0.627
554168960.679,0.040,0.631
548229778.358,0.040,0.631
549139780.757,0.040,0.627
563188984.454,0.040,0.628
541647261.008,0.040,0.631
566267325.902,0.040,0.628
573394011.353,0.040,0.628
560008976.072,0.040,0.630
553316458.432,0.040,0.629
560784811.451,0.040,0.629
548044777.871,0.040,0.631
532161402.672,0.040,0.633
551927288.104,0.040,0.631
554192294.074,0.040,0.633
556148132.563,0.040,0.627
532006402.263,0.040,0.630
548553945.879,0.040,0.628
536053912.932,0.040,0.633
557427302.601,0.040,0.629
567465662.393,0.040,0.630
526186386.923,0.040,0.630
554638961.918,0.040,0.632
550354783.959,0.040,0.631
539296421.478,0.040,0.632
531178066.747,0.040,0.634
540378924.332,0.040,0.629
556472300.084,0.040,0.629
546676440.931,0.040,0.628
545166436.950,0.040,0.635
550325617.216,0.040,0.628
560901478.425,0.040,0.633
545237270.471,0.040,0.629
541838928.180,0.040,0.630
556377299.833,0.040,0.633
540398091.049,0.040,0.630
567268995.208,0.040,0.627
547803943.902,0.040,0.629
553635625.940,0.040,0.631
543081431.455,0.040,0.630
560228143.317,0.040,0.631
539266421.399,0.040,0.629
532073069.106,0.040,0.632
536445580.631,0.040,0.636
544527268.599,0.040,0.628
543268098.614,0.040,0.631
549963949.596,0.040,0.630
544797269.311,0.040,0.629
553177291.399,0.040,0.630
550925618.797,0.040,0.633
544221434.460,0.040,0.632
540983092.591,0.040,0.631
563835652.826,0.040,0.629
561850647.593,0.040,0.627
566628160.186,0.040,0.628
555853131.785,0.040,0.629
571752340.359,0.040,0.626
580973197.997,0.040,0.630
517504697.373,0.040,0.633
555300630.329,0.040,0.629
545121436.832,0.040,0.632
555386463.888,0.040,0.627
549263114.415,0.040,0.630
562348982.240,0.040,0.628
539630589.026,0.040,0.631
525768052.487,0.040,0.629
546806441.273,0.040,0.633
548126444.752,0.040,0.629
546168106.257,0.040,0.629
553608125.868,0.040,0.630
536041412.899,0.040,0.631
536853081.705,0.040,0.628
522564710.710,0.040,0.634
542199762.464,0.040,0.629
539997256.659,0.040,0.630
544438101.697,0.040,0.628
572941510.160,0.040,0.629
557204802.015,0.040,0.631
541617260.929,0.040,0.632
545794771.940,0.040,0.628
553072291.122,0.040,0.633
549050613.855,0.040,0.629
528180558.846,0.040,0.629
