#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByEdgeSampleAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,7777,388,0.000
#EstTriByEdgeSampleAndCount
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
2.283,1.937,8.273,1.825 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.025,0.415

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
544619806.137,0.025,0.411
535213967.302,0.025,0.411
549863497.942,0.025,0.412
559712090.002,0.025,0.413
516775695.966,0.025,0.414
544847850.720,0.025,0.413
524249157.022,0.025,0.412
521043196.926,0.025,0.412
527832524.235,0.025,0.412
536655582.470,0.025,0.412
549916841.704,0.025,0.410
574348284.701,0.025,0.410
554159004.377,0.025,0.411
544461108.445,0.025,0.414
555625957.832,0.025,0.413
553496208.135,0.025,0.411
539834870.686,0.025,0.411
557210267.564,0.025,0.410
556872868.269,0.025,0.411
568475136.505,0.025,0.413
541371171.031,0.025,0.415
549896837.793,0.025,0.411
552510682.132,0.025,0.410
535603376.765,0.025,0.414
540553677.879,0.025,0.412
551994581.234,0.025,0.412
569966094.653,0.025,0.409
543794311.420,0.025,0.412
559288007.094,0.025,0.408
533824362.302,0.025,0.410
583248691.392,0.025,0.412
561208382.526,0.025,0.412
538191882.816,0.025,0.415
564190298.822,0.025,0.407
536372860.532,0.025,0.414
531606595.397,0.025,0.414
507841949.424,0.025,0.415
553906955.102,0.025,0.410
530706419.413,0.025,0.414
565546563.971,0.025,0.411
560518914.402,0.025,0.410
550366262.899,0.025,0.409
556740842.458,0.025,0.410
572753306.218,0.025,0.411
542662090.072,0.025,0.413
546494839.372,0.025,0.412
557873063.807,0.025,0.414
570943619.092,0.025,0.412
529316814.413,0.025,0.414
534065742.825,0.025,0.415
546433494.045,0.025,0.411
549835492.467,0.025,0.413
519336196.542,0.025,0.413
530902457.738,0.025,0.413
551833216.354,0.025,0.411
503266388.239,0.025,0.412
547965793.609,0.025,0.412
533967056.865,0.025,0.412
581809743.412,0.025,0.408
542181996.214,0.025,0.413
549107350.116,0.025,0.412
550993052.103,0.025,0.411
551558495.980,0.025,0.414
535860760.416,0.025,0.414
563086082.949,0.025,0.412
573813513.487,0.025,0.412
547913783.441,0.025,0.411
565018460.727,0.025,0.411
560584260.511,0.025,0.411
564523697.335,0.025,0.412
528032563.343,0.025,0.413
543304882.404,0.025,0.410
551566497.544,0.025,0.414
549306055.629,0.025,0.411
564874432.570,0.025,0.410
543766305.945,0.025,0.409
557316955.088,0.025,0.410
524037115.569,0.025,0.410
559558726.686,0.025,0.412
553494874.540,0.025,0.409
522766200.439,0.025,0.413
558394499.080,0.025,0.414
562476630.468,0.025,0.410
541373838.219,0.025,0.413
546921589.468,0.025,0.411
545583994.635,0.025,0.412
524287831.250,0.025,0.415
547237651.258,0.025,0.412
523819739.738,0.025,0.413
559680083.745,0.025,0.413
519804288.054,0.025,0.411
557930408.351,0.025,0.415
567290904.988,0.025,0.411
553837608.211,0.025,0.410
553980302.775,0.025,0.412
549846161.219,0.025,0.413
524569219.594,0.025,0.410
549095347.769,0.025,0.413
557661022.353,0.025,0.413
513088308.417,0.025,0.412
