#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByRWAndCountPerEdge 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,15952,797,0.003
#SERWC
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
11.809,9.510,32.974,8.747 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
28.056,21.964

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
71539165.990,26.378,20.323
58435885.758,25.886,21.024
72781852.911,26.887,20.222
51330036.609,25.265,21.216
46483557.618,23.858,21.364
65056126.992,26.324,20.770
57684140.173,25.456,20.827
67241629.280,27.331,20.579
56456520.164,25.442,20.816
55252233.869,24.831,20.648
54363819.389,25.206,21.318
63398633.311,26.355,20.704
67341230.903,26.717,20.685
58779224.688,25.900,20.868
51369903.926,25.007,21.297
59211498.400,25.179,20.904
52232584.653,24.948,20.917
55347702.092,24.813,20.677
53825677.285,25.027,21.044
48915197.251,24.139,20.906
68784587.761,26.454,20.241
43214571.005,22.836,21.060
53952079.345,24.799,20.730
67782438.094,26.761,20.363
55574372.453,25.228,20.603
71938772.504,27.076,20.011
53931012.335,25.538,20.598
56643589.880,25.884,21.003
55104364.792,25.304,21.195
62153146.345,26.505,20.747
59868575.776,25.329,20.641
42114953.083,23.487,21.845
64360648.990,26.066,20.614
47671576.981,24.050,21.374
64546385.351,26.142,20.306
52149383.297,25.231,21.652
69610067.882,26.354,20.100
56843459.804,25.994,20.785
56490920.725,25.454,20.793
53606340.377,25.134,20.633
40609728.550,23.774,21.684
60705256.079,25.523,20.802
62617687.249,26.457,20.580
56735458.044,24.434,20.542
55558105.521,25.142,20.803
48720127.405,24.774,21.964
63996509.722,26.008,20.809
51765777.045,24.122,21.242
59546703.863,25.655,20.575
74508414.385,27.028,20.290
64806256.253,26.511,20.588
59090429.760,26.084,20.626
61478202.011,26.002,20.290
78150607.081,27.440,20.035
54664224.285,25.114,21.146
49035732.549,24.543,21.225
46152218.885,24.200,21.826
76830452.231,28.056,20.477
60972727.105,25.723,20.676
61993943.750,25.806,20.668
66910423.882,26.403,20.174
72109175.281,26.359,19.968
60470718.923,25.728,20.273
55351035.479,25.651,20.758
48449989.669,24.333,21.330
63266497.824,26.686,20.720
74025739.852,26.713,19.986
60926459.685,25.440,20.665
48795728.637,24.199,21.180
59848308.779,25.802,20.688
44040051.126,23.535,21.491
74730151.332,27.415,20.053
68717520.002,26.798,20.517
55237033.621,25.489,20.921
58290950.063,25.325,20.735
75426962.690,27.616,20.342
49762277.724,24.788,21.508
41428408.560,22.853,21.202
48539991.135,23.837,21.386
53924612.231,24.187,20.687
57719740.753,25.908,20.953
45209803.525,24.380,21.529
45901548.132,24.243,21.477
54712625.074,25.115,20.639
53648341.061,25.423,21.121
64722921.562,27.097,20.650
44929132.283,23.921,21.259
60179247.506,26.277,21.125
56476520.490,25.532,21.025
59346833.939,25.737,20.701
60454851.998,25.812,20.446
47017966.328,23.721,20.861
48273853.464,24.551,21.557
55325035.056,24.454,19.815
59198298.185,26.315,20.891
71624100.708,27.264,20.091
59755240.595,25.795,20.745
52578590.292,25.290,21.294
65230796.506,26.730,20.493
54350085.832,25.543,21.334
