#Filename = graphs/graph_in_edges_format/soc-flickr.edges , Algo name = EstTriByRWAndCountPerEdge 
########################
#Graph Properties
########################
vertices,edges,triangles
513969,6380904,58771288
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,2552,127,0.000
#SERWC
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
30.240,26.016,74.756,18.918 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
8.378,12.145

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
43481160.094,5.333,10.699
36786878.364,5.000,11.245
70423310.395,6.524,9.838
31140245.056,4.433,10.863
94780927.871,7.513,8.487
68144654.238,7.359,11.172
47301701.361,5.595,10.222
89231808.379,7.891,9.683
47243359.762,5.312,9.689
86711451.313,7.884,10.282
46974988.408,5.345,10.018
21914771.392,3.738,10.484
51022228.458,5.583,9.958
76424994.003,7.295,9.692
53547586.232,6.107,11.332
44689664.639,6.059,11.767
64866689.840,6.848,11.054
69748214.752,6.696,10.091
80343049.085,7.577,10.315
51273097.332,6.060,10.823
52749973.232,6.183,11.843
96296975.987,8.070,9.043
48904428.423,5.649,11.132
67569572.765,6.370,10.203
29188301.853,4.882,11.855
55309502.514,5.891,10.467
41551720.078,5.140,10.326
93074852.834,7.923,10.092
99742464.119,8.378,9.578
26093696.765,3.823,10.687
81226507.580,7.561,9.946
32673795.652,4.607,11.043
87818274.787,8.070,10.583
87539902.016,7.790,10.080
68462199.226,6.719,9.927
31267763.122,4.587,10.665
93214872.671,7.710,8.937
72703633.455,6.817,9.943
80124684.815,7.578,10.558
49642032.922,4.767,8.567
81804922.859,7.489,10.119
87323204.649,7.532,10.198
36231799.724,4.643,10.526
102706217.335,7.671,8.371
100337548.426,7.982,10.245
56180459.238,5.921,10.213
71631814.940,7.212,11.379
43940391.821,5.204,10.642
66976155.361,6.873,10.888
68177158.843,6.475,9.999
47670920.335,5.641,10.741
51109740.856,5.758,11.224
59310902.737,5.996,10.239
58895010.483,6.283,10.664
81524049.734,7.355,9.584
99212389.022,8.016,8.789
51617312.765,6.292,11.438
90997891.918,7.914,9.725
82619204.887,7.378,9.379
44828017.574,5.371,11.097
72079378.348,6.867,10.577
33452239.270,5.037,11.416
78545294.392,7.426,10.490
54000150.348,5.746,10.397
54572731.467,5.941,10.334
34810765.069,5.357,11.681
48568547.505,5.767,10.914
50868873.398,5.705,9.999
65964345.348,6.531,9.929
53871798.831,5.684,10.275
55411183.586,5.811,10.560
38091229.821,4.994,11.283
95238492.696,7.798,9.088
36455164.702,5.239,11.422
42115966.683,4.961,10.163
42978588.893,5.237,11.067
44420459.834,5.589,10.459
96104448.712,7.881,9.121
87798271.953,7.799,9.512
69120625.840,6.546,9.293
55535367.846,6.159,10.820
43595342.937,5.372,10.831
51309769.194,6.056,11.362
53715943.417,5.655,10.699
45075552.643,5.324,10.475
33590592.204,4.919,11.195
26757957.539,4.801,12.145
51961528.197,5.651,10.270
26045356.583,4.717,11.882
83909387.671,7.908,9.700
37127759.991,4.965,10.862
42627705.850,5.146,10.929
51078903.154,5.978,11.054
56092113.389,5.950,10.957
38072893.890,4.881,10.524
55935424.524,5.965,10.378
66391072.470,6.837,10.451
66462749.292,6.704,10.917
38622138.370,5.422,11.422
81494878.934,6.893,9.122
