#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWAndCountPerEdge 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,3111,155,0.000
#EstTriByRWAndCountPerEdge
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
19.192,14.542,100.000,18.209 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
4.942,11.777

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
528911406.967,4.167,10.704
561078498.184,4.072,9.897
696148937.804,4.709,10.050
638556940.344,4.552,10.577
459602278.944,3.996,10.606
599657667.395,4.132,9.936
618693836.542,4.389,10.710
0.000,0.000,0.000
378582689.187,3.731,11.264
496760987.820,4.127,11.018
646166072.940,4.541,10.618
534576576.240,4.343,10.885
598830732.740,3.865,8.993
554139582.788,4.272,10.475
613635530.605,4.211,9.400
437568471.672,3.884,11.127
410332978.662,3.893,10.704
522355949.174,3.967,10.592
467331450.442,3.852,10.261
517497708.073,4.037,10.482
492679665.165,4.276,11.104
366622146.408,3.834,11.777
350300190.203,3.393,10.493
500528875.565,3.968,10.331
312521280.336,3.418,10.789
377515676.728,3.826,11.509
806571389.628,4.784,9.412
690357060.802,4.740,10.952
650460798.087,4.474,10.420
421356551.127,4.201,11.661
378409299.663,3.715,10.873
0.000,0.000,0.000
597460288.613,4.241,10.780
580348076.306,4.314,10.168
565776687.417,4.599,10.837
686392442.635,4.687,10.794
574659566.135,4.245,10.468
596103182.142,4.029,9.622
592678739.032,4.607,11.314
744831381.234,4.659,10.102
323984995.439,3.292,10.233
658713472.572,4.693,10.679
627720095.060,4.372,10.024
502862965.318,3.925,10.160
530185153.090,4.129,10.832
728179318.050,4.718,9.966
528254527.422,4.165,10.699
699483351.738,4.586,9.919
328663178.188,3.297,10.614
523036169.616,3.817,10.023
706792387.080,4.942,10.274
395954985.781,3.816,11.025
543902932.012,3.942,10.215
530598620.418,4.301,10.795
357449173.676,3.751,10.568
636969759.312,4.412,10.436
569341175.911,4.259,10.327
409932848.990,3.667,10.773
412643727.518,3.823,11.047
581161673.306,3.876,9.895
553816144.637,4.339,10.830
592892141.524,4.529,11.129
481382670.758,4.183,11.026
424744315.683,3.769,10.816
445611078.079,3.592,10.505
690543787.982,4.298,9.802
450189228.410,3.818,10.271
496904367.619,3.741,9.846
597607002.826,4.249,10.295
579991294.015,4.215,10.180
415481313.776,4.023,10.960
551342009.498,4.232,10.848
484873802.147,4.022,10.733
520205252.187,4.210,10.708
665162229.120,4.422,9.917
588687445.554,4.653,11.437
624369009.057,4.442,10.652
456497939.572,4.044,11.221
439932571.150,4.047,11.525
606819988.525,4.435,10.825
403277358.779,3.633,10.481
544236373.406,4.065,10.574
402093641.833,3.809,11.138
368276015.719,3.760,10.937
513323021.828,3.745,9.994
492776363.169,4.110,11.120
781703330.511,4.900,10.595
424080767.310,3.730,10.279
628443662.884,4.292,9.767
470119020.491,3.910,10.622
488081508.351,4.218,10.934
622925207.824,4.311,10.248
423243829.413,3.871,11.054
520558700.064,4.184,10.829
580118001.745,4.141,10.459
387702311.295,3.490,10.072
367028944.907,3.736,10.913
496220812.763,4.375,10.863
0.000,0.000,0.000
476004261.084,4.154,10.772
