#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWAndCountPerEdge 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,18666,933,0.001
#EstTriByRWAndCountPerEdge
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
9.460,6.169,100.000,16.631 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
19.677,20.090

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
455003421.521,17.642,20.090
644820588.508,19.301,19.114
534486408.800,18.330,19.500
597299907.697,18.890,18.940
553427569.836,19.001,19.146
480977934.429,17.410,19.149
522784155.733,18.361,19.764
481164046.031,17.325,18.857
536971415.350,18.271,19.244
514495800.553,17.647,18.821
528382503.822,18.577,19.644
603285479.030,19.232,19.446
551024785.725,18.593,19.452
559252585.190,18.747,19.439
511972460.569,17.675,18.954
482424049.352,17.687,18.980
500898542.491,18.125,19.326
463095109.516,17.762,19.663
547176442.248,17.862,18.368
518256366.021,17.798,19.196
561174812.479,18.762,19.558
528933060.829,18.620,19.698
574024846.349,18.747,18.705
512189683.364,18.133,19.334
557432580.393,18.947,19.711
555613686.710,19.009,19.223
579209304.459,18.801,18.626
611083277.361,18.686,18.928
520396927.219,18.555,19.470
544262545.679,18.836,19.382
517643031.071,18.539,19.747
498841870.404,17.980,19.422
548879224.514,18.503,19.396
495846862.509,17.777,19.418
514811912.498,18.337,19.527
488877399.695,17.810,19.520
569859279.814,18.698,19.238
581479310.442,19.160,19.365
473088469.190,17.821,19.776
543078098.113,18.278,19.305
0.000,0.000,0.000
502482991.112,18.007,19.369
548822002.141,18.502,19.167
584757652.416,18.546,18.889
551261453.016,18.414,19.449
611638834.381,19.113,19.373
535833079.016,18.494,19.171
553038679.922,18.721,19.270
527214167.410,18.283,19.308
494220747.112,18.263,19.568
570052058.100,18.763,19.351
553387014.174,18.575,18.959
462958998.046,17.536,19.597
533706962.301,18.738,19.390
538993087.345,18.848,19.558
588882663.289,19.281,19.332
486947950.165,18.139,19.872
565394823.602,18.784,19.254
586170433.918,18.791,18.938
518146365.731,17.966,19.258
560823700.442,18.409,19.438
601506029.895,18.511,18.788
549703115.575,18.378,19.210
502697991.679,17.557,19.375
523843602.970,18.267,19.334
601001028.564,19.247,19.284
620605524.682,18.931,19.228
546596996.277,18.322,19.255
570609281.791,18.662,19.138
467841233.137,17.746,19.435
552464233.964,18.150,18.886
605667151.974,19.296,19.163
479686819.915,17.779,19.473
493710745.768,17.988,19.728
540824203.283,18.602,19.403
522521377.263,17.935,19.075
576063185.055,18.467,19.013
458735098.024,17.858,19.820
579633194.465,19.199,19.681
567207606.158,18.770,18.634
553472569.955,18.636,19.341
616906626.043,19.496,19.452
492201852.902,18.144,19.427
604617149.206,19.242,19.181
504789663.859,18.165,19.643
624667757.611,19.389,18.925
507770227.270,17.980,18.957
592416005.935,18.851,19.234
0.000,0.000,0.000
0.000,0.000,0.000
551448675.731,18.424,19.139
637064456.953,19.324,19.137
545803105.295,18.556,19.300
571684840.181,18.973,19.356
501814100.460,18.182,19.862
647257817.154,19.677,18.957
576839853.769,18.808,18.993
475690698.271,18.058,19.718
598657133.497,18.978,19.248
555243685.734,18.467,19.422
