#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,31110,1555,0.001
#EstTriByRWAndCountPerEdge
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
12.594,4.341,100.000,26.002 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
27.182,22.810

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
543991433.853,25.802,22.023
504554329.905,25.476,22.083
632054665.971,27.182,22.118
583811205.477,26.317,21.816
605896263.689,26.269,21.925
521409040.997,25.834,22.312
533870073.842,25.922,22.119
552896790.660,25.829,22.133
551700454.173,26.267,22.152
551255786.334,26.233,22.294
571962507.580,26.366,22.164
547737777.061,26.377,22.056
550525117.742,26.151,21.853
512280016.935,25.519,22.343
540003423.342,25.722,22.182
505405332.148,25.821,22.034
551885121.326,26.046,21.984
579766194.815,26.096,22.022
588901218.893,26.251,21.885
498099979.559,24.995,21.777
8010687.781,0.000,0.001
614902620.761,26.831,21.886
541899095.005,25.898,22.044
600007248.167,26.266,21.754
599448580.027,26.879,21.939
0.000,0.000,0.000
539426421.821,25.932,22.379
551153786.065,25.966,21.865
541066092.809,26.333,22.104
581572532.910,26.521,21.920
626894652.370,26.430,21.795
522164709.656,26.280,22.487
563495151.928,26.071,22.188
523503046.517,25.930,22.373
563152817.692,25.690,22.088
569337500.661,26.426,22.189
585937877.749,26.542,22.202
570038835.843,26.320,22.143
558461471.994,26.295,21.955
485753947.018,25.008,22.028
521765375.270,25.539,22.249
563091484.197,26.667,22.354
511613348.511,25.489,22.352
512481684.133,25.768,22.212
558806139.569,26.306,21.850
0.000,0.000,0.000
542073762.132,25.437,21.592
543233098.521,26.239,22.120
528623726.681,25.615,22.298
558961806.646,26.367,22.166
552512456.313,25.963,22.110
618255962.933,26.261,21.736
0.000,0.000,0.000
552309122.444,25.526,21.878
477974593.179,25.419,22.810
0.000,0.000,0.000
509038341.724,25.592,22.190
575434183.397,26.437,22.359
576122851.879,25.832,22.027
526157053.512,25.994,22.167
556932467.963,25.989,22.103
536292413.560,25.979,22.288
547680110.243,25.649,21.746
591970893.651,26.064,21.674
0.000,0.000,0.000
561098478.944,25.875,21.597
492528298.207,24.691,22.183
548606446.018,25.897,22.159
554294127.676,25.957,21.988
526874055.402,26.269,22.008
526767388.454,25.640,22.236
507426670.809,25.711,22.350
571109838.665,26.515,22.242
3859010.172,0.000,0.000
578777192.208,26.638,21.881
524840383.375,25.460,22.030
0.000,0.000,0.001
526430387.566,25.722,22.233
589726887.736,26.255,21.733
588230550.459,26.346,21.845
531653401.333,25.470,22.031
593997232.325,26.766,21.909
551303786.461,26.257,22.140
567422828.947,26.357,22.004
588415884.281,26.206,21.724
535255410.827,26.433,22.285
469905905.245,25.475,22.529
579702194.647,26.442,22.119
587363214.839,26.561,22.161
571201838.908,26.218,22.075
554077793.772,25.815,21.881
654698392.322,26.820,21.927
528043391.818,25.625,22.013
531266400.313,25.839,22.187
596718572.832,26.272,22.042
642755694.176,26.564,21.872
536512080.806,25.909,22.340
536014412.828,25.954,22.341
549681782.185,25.721,22.001
530678732.097,25.825,22.151
