#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWAndCountPerEdge 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,7777,388,0.000
#EstTriByRWAndCountPerEdge
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
14.812,9.439,100.000,20.591 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
10.341,16.023

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
567470940.185,9.787,15.398
553825605.865,9.531,14.691
487200580.718,9.081,15.214
552097267.976,9.723,15.269
503694471.929,9.206,15.192
564703732.531,9.712,14.894
524430525.813,9.493,14.876
466533873.724,8.857,15.074
482424980.424,8.637,14.820
586369301.469,9.541,14.576
451565614.106,9.128,15.449
569269958.559,9.845,15.035
621525507.817,10.027,14.737
466564546.387,9.277,15.821
495251487.998,8.860,15.062
593918777.386,9.965,15.332
0.000,0.000,0.000
2221767.687,0.000,0.000
533197573.098,9.077,14.506
643901882.383,10.107,14.366
477705391.081,8.671,14.687
703352171.541,10.187,13.643
685871420.732,10.320,14.209
492410932.671,8.942,15.042
530052958.328,9.016,13.948
668349328.509,10.341,14.210
562545977.358,9.471,15.292
616800584.097,9.741,15.045
457401421.669,8.512,14.674
461847624.232,9.031,15.687
550566302.007,9.356,14.460
569181941.351,8.951,14.417
585190404.328,9.582,14.928
586378636.627,9.745,15.014
0.000,0.000,0.003
655680185.033,10.225,14.502
428726482.404,8.834,15.368
478614902.223,8.784,15.106
653253043.862,9.794,14.784
535123282.907,9.450,14.504
517253122.636,9.352,15.024
0.000,0.000,0.000
463687984.021,8.872,14.707
677488448.534,9.954,14.434
622017604.021,9.744,14.527
486956533.006,9.416,15.546
575407158.377,9.838,14.662
426084632.591,8.709,14.952
557424976.206,9.127,14.832
646690427.541,9.874,14.227
529675551.212,9.672,15.353
529890259.854,9.161,14.916
520155023.289,9.322,14.655
589597932.664,9.543,14.769
447390131.135,8.396,13.984
434338246.167,9.072,15.415
492200224.811,9.343,15.709
500181785.201,9.615,16.023
504577311.190,8.904,14.896
571235676.189,9.531,14.550
404353717.545,8.248,15.306
520987185.976,9.076,14.996
540274956.722,9.212,15.102
628505539.075,10.187,14.815
657075124.409,10.179,14.819
524386517.210,9.625,15.625
535125950.095,9.455,14.714
592963924.046,9.531,14.454
502018144.208,9.115,14.940
455318347.763,8.326,14.460
493320443.813,8.683,14.695
593669395.299,9.799,15.196
508499411.291,8.868,14.399
615164264.198,9.326,14.340
433443404.559,8.851,15.540
500769900.177,9.076,15.319
418440471.496,8.472,14.670
515532786.311,9.291,14.919
531442563.329,9.308,15.364
641250697.411,9.744,14.177
536091472.187,8.890,14.553
592395812.981,9.088,14.541
480116529.124,8.903,15.281
468000827.179,8.818,14.642
447608840.559,9.098,15.695
557335625.405,9.362,14.671
539988234.001,8.955,13.985
503841167.274,9.314,15.025
496873138.363,9.200,15.527
501080627.591,8.967,14.514
535967447.940,9.106,14.895
605877115.233,9.645,14.738
527805852.354,9.629,14.998
512364166.848,9.407,15.585
469162387.596,9.168,15.311
570594217.450,9.381,14.772
6765322.616,0.000,0.001
588407033.177,9.640,14.657
640895961.394,10.148,14.372
520856493.759,9.634,14.840
