#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,155550,7777,0.005
#EstTriByRWAndCountPerEdge
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
5.408,2.265,100.000,16.669 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
54.759,32.470

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
549838182.598,54.522,32.202
547835777.320,54.463,32.093
551246852.977,54.666,32.085
542587563.486,54.345,32.159
551962254.863,54.436,32.090
553021524.322,54.544,32.019
535562544.970,54.503,32.251
552228788.899,54.544,32.077
546721307.715,54.540,32.249
573459644.859,54.550,31.900
568122697.459,54.398,32.076
560643077.744,54.701,32.067
540003690.009,54.605,32.212
560059342.872,54.416,32.171
556640000.526,54.630,32.092
536228146.724,54.535,32.175
530103263.914,54.462,32.246
536229813.395,54.315,32.304
586486812.529,54.492,31.892
540429691.132,54.684,32.240
559723075.319,54.358,32.017
549051313.857,54.517,32.065
555651931.255,54.299,31.883
522234509.840,54.360,32.330
549035980.483,54.377,32.132
563710552.496,54.577,31.879
573346244.560,54.480,32.032
535812012.294,54.512,32.265
577911323.260,54.471,31.929
6229749.754,0.000,0.000
536477680.715,54.244,32.110
524971983.722,54.399,32.304
550836718.563,54.573,32.130
542277962.670,54.595,32.137
532035269.006,54.060,32.147
557255535.482,54.495,32.170
564784421.993,54.310,32.086
541268293.342,54.241,32.053
567047294.624,54.759,32.024
556866801.124,54.249,32.059
553019924.317,54.656,32.191
517114163.010,54.510,32.157
548273978.475,54.667,32.112
552240722.264,54.690,32.071
534278408.252,54.577,32.425
560433143.857,54.534,32.053
0.000,0.000,0.001
569968168.990,54.530,31.917
568846632.700,54.461,31.985
531694068.107,54.294,32.151
576915920.636,54.445,31.941
523889314.202,54.327,32.213
555891798.554,54.287,32.131
564837622.133,54.616,32.266
545110703.470,54.573,32.147
558646605.815,54.531,32.224
547832910.645,54.574,32.264
550619184.656,54.512,32.092
520829106.135,54.563,32.470
583105936.951,54.597,31.966
571672506.815,54.325,31.821
541284226.718,54.415,32.265
553875059.905,54.500,32.167
534027340.923,54.470,32.257
590185755.612,54.534,31.994
569692434.929,54.566,32.020
532687670.726,54.277,32.077
564519221.294,54.272,31.839
565990691.839,54.647,32.057
565837558.102,54.664,32.078
567412428.920,54.623,32.203
544114034.177,54.395,32.202
554662261.980,54.539,32.073
496461975.242,54.358,32.394
542992164.553,54.560,32.290
557826803.654,54.653,32.022
550612584.639,54.622,32.220
573216910.886,54.456,31.968
551316919.829,54.545,32.046
558346871.692,54.451,32.180
562985217.251,54.414,31.941
0.000,0.000,0.000
575086515.814,54.394,31.878
568164897.570,54.334,31.992
539115287.668,54.473,32.251
562563349.472,54.280,32.012
525524651.845,54.395,32.258
556591667.065,54.498,32.203
557365869.106,54.427,31.988
552280322.368,54.669,32.157
556676867.290,54.689,32.290
551783454.392,54.360,32.118
528353859.303,54.527,32.241
583731071.933,54.268,31.843
558591939.004,54.535,32.014
564786088.664,54.368,32.291
575299183.041,54.316,31.944
536876015.099,54.456,32.259
544280167.948,54.359,32.088
535180543.963,54.426,32.218
