#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,311100,15555,0.010
#EstTriByRWAndCountPerEdge
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
7.687,1.742,100.000,23.353 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
65.193,37.510

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
515020357.491,64.817,37.501
550188216.854,64.898,37.201
553536925.680,64.999,37.397
554771428.934,65.078,37.086
571186538.868,64.767,37.102
546094606.064,65.109,37.295
550526451.078,64.967,37.320
0.000,0.000,0.000
552257588.975,64.931,37.318
553154191.338,64.935,37.236
544251834.540,65.043,37.455
558839506.323,65.022,37.290
560012442.748,64.743,37.230
573374211.301,64.788,37.030
567188694.997,64.894,37.353
804268.787,0.000,0.001
570557770.544,64.923,37.126
549333414.600,65.059,37.337
542094562.187,64.923,37.336
543922900.339,65.144,37.362
539455321.897,64.903,37.402
550042216.469,64.780,37.170
552193622.139,64.900,37.288
560690811.203,64.873,37.285
541905428.355,65.114,37.359
563718619.184,65.118,37.382
542362862.894,65.108,37.390
525844852.689,65.063,37.181
561069478.868,64.880,36.961
558845873.007,64.895,36.999
564313487.418,64.906,36.979
535039343.591,64.968,37.302
542786330.677,65.020,37.403
549334247.936,64.799,37.292
525175584.259,64.733,37.318
545379537.512,65.033,37.176
550435050.838,65.133,37.201
539852722.945,65.016,37.264
573442611.481,65.016,37.178
550773985.064,65.036,37.261
548550745.871,64.932,37.362
548594979.321,64.868,37.299
538169218.507,65.117,37.485
549496981.698,64.752,36.908
542444329.776,65.021,37.298
543870133.534,65.024,37.376
556633567.176,64.752,37.299
569844735.331,64.790,37.105
561921847.781,64.786,37.223
548212411.646,64.865,37.300
539382321.705,65.106,37.391
550795418.454,64.965,37.227
543931733.696,65.013,37.265
561548080.129,64.797,37.116
557257068.819,64.934,37.143
553090057.836,65.078,37.510
540901359.042,64.983,37.352
540147523.722,65.173,37.319
541908395.030,65.081,37.324
557194435.321,64.870,37.220
563743485.916,64.863,37.139
534635975.861,65.064,37.485
558924873.215,64.857,37.323
548464445.643,64.736,37.092
568494198.438,64.657,37.039
564634221.597,65.099,37.144
558214004.675,64.931,37.289
0.000,0.000,0.000
0.000,0.000,0.000
533271138.930,64.875,37.329
536790181.539,65.077,37.426
551998054.957,64.939,37.182
532646270.616,65.193,37.487
531583901.150,65.078,37.366
544760869.215,65.071,37.332
572907610.071,64.964,37.169
565669157.658,64.732,37.047
551242619.633,64.909,37.248
559306674.221,65.055,37.305
550836051.894,64.872,37.397
0.000,0.000,0.001
534672975.958,64.857,37.430
550676551.474,64.818,37.093
550725218.269,65.041,37.353
570024235.804,64.792,37.185
558441938.609,64.957,37.326
565504923.892,64.834,37.160
555315563.702,64.988,37.190
540329390.868,65.137,37.344
566634760.203,64.982,37.226
560475043.968,64.784,37.057
537527183.482,64.977,37.424
547483009.723,64.862,37.353
536877515.103,65.064,37.319
545882672.172,64.978,37.116
561596480.257,65.015,37.044
0.000,0.000,0.000
521076140.120,65.063,37.447
551757687.657,64.884,37.413
561723780.592,64.822,37.131
