#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRWAndCount 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,186660,9333,0.006
#EstTriByRWAndCountPerEdge
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
5.897,1.726,100.000,19.250 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
57.813,33.828

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
551190008.383,57.280,33.406
570130169.417,57.141,33.207
560405977.119,57.538,33.440
2010505.299,0.000,0.001
524755383.151,57.665,33.629
545199881.483,57.252,33.462
561336424.016,57.680,33.413
508082616.983,57.622,33.828
546296217.706,57.607,33.622
557917803.894,57.813,33.320
574424236.290,57.373,33.381
564046320.047,57.491,33.228
525349440.272,57.268,33.552
564906766.760,57.410,33.353
0.000,0.000,0.000
546858219.187,57.427,33.578
554364905.640,57.454,33.387
558130748.900,57.371,33.231
555933076.440,57.363,33.388
544408434.953,57.574,33.512
540495702.417,57.357,33.461
571945951.980,57.487,33.344
556594911.518,57.282,33.321
563145817.674,57.407,33.177
541978928.549,57.302,33.273
548821002.139,57.560,33.335
571095727.517,57.408,33.328
567382439.952,57.316,33.216
554417294.667,57.286,33.468
561768869.600,57.733,33.183
575598961.609,57.549,33.338
556363633.131,57.438,33.440
518389755.261,57.267,33.575
531536234.357,57.624,33.698
543401821.188,57.067,33.293
536583969.884,57.415,33.449
540816536.596,57.332,33.505
534167963.516,57.607,33.587
542013761.974,57.456,33.455
548759057.531,57.417,33.517
534852965.322,57.323,33.540
562182592.913,57.579,33.443
542222984.748,57.235,33.524
545472826.647,57.283,33.456
589830388.009,57.470,33.025
546646385.296,57.329,33.271
555367463.838,57.353,33.137
547808332.803,57.536,33.551
558642805.805,57.267,33.271
522256154.341,57.559,33.617
556433244.425,57.366,33.387
538572586.237,57.225,33.556
551662231.850,57.322,33.310
553747404.013,57.431,33.553
563793874.938,57.269,33.124
535337411.043,57.552,33.624
535385744.504,57.459,33.451
546821385.757,57.452,33.481
559592308.308,57.590,33.380
567017327.878,57.358,33.393
558655139.171,57.452,33.384
551888565.780,57.383,33.162
527905335.898,57.423,33.648
540768592.025,57.291,33.393
540271646.271,57.408,33.428
566854827.450,57.501,33.394
545882161.059,57.499,33.466
555262241.339,57.466,33.378
554336794.455,57.549,33.364
534057018.779,57.426,33.592
531519012.090,57.461,33.472
546685163.176,57.378,33.468
559937086.994,57.372,33.413
560310643.534,57.301,33.240
558810472.913,57.611,33.462
556802023.175,57.145,33.376
546854941.401,57.105,33.221
570489614.808,57.450,33.210
531132622.182,57.605,33.573
547323887.082,57.278,33.335
550712896.014,57.516,33.371
547166275.555,57.577,33.419
552595234.309,57.397,33.511
0.000,0.000,0.001
559783031.032,57.264,33.559
0.000,0.000,0.001
554182571.826,57.467,33.364
543053820.271,57.295,33.354
555299296.992,57.636,33.477
564358431.981,57.423,33.116
542826041.893,57.453,33.457
552794179.278,57.672,33.382
528905338.534,57.098,33.488
552546067.513,57.430,33.404
547990555.505,57.535,33.531
573979124.006,57.324,33.043
548493779.054,57.558,33.456
542183817.978,57.743,33.475
552280177.923,57.237,33.355
559190362.804,57.221,33.466
