#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRW 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,12444,622,0.000
#EstTriByRW
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
100570.494,84355.058,661601.502,75879.751 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.040,0.318

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
679575046561.422,0.040,0.310
292385983389.997,0.039,0.312
0.000,0.000,0.000
651973239966.993,0.039,0.309
481810880668.299,0.039,0.308
508099232771.336,0.039,0.304
393488409024.854,0.039,0.309
3630482892107.355,0.039,0.303
0.000,0.000,0.000
473143179858.920,0.039,0.310
298027181571.450,0.039,0.306
399227716920.462,0.040,0.313
470967363740.380,0.039,0.307
461981384657.280,0.040,0.314
595762369383.455,0.040,0.307
452167179653.849,0.040,0.313
603737667018.807,0.039,0.307
375251487474.316,0.039,0.314
455045956700.369,0.039,0.309
550703092258.750,0.039,0.306
1692983662100.558,0.039,0.306
296858257859.895,0.039,0.310
313196604279.196,0.039,0.311
366754871558.266,0.040,0.315
350274759799.568,0.039,0.308
237684849326.063,0.040,0.316
248600309253.645,0.039,0.313
525938593789.207,0.039,0.313
312582493465.478,0.039,0.311
712978637551.634,0.040,0.313
769826858814.941,0.039,0.310
754143794210.630,0.038,0.301
564658267583.094,0.040,0.314
625164986930.957,0.039,0.305
375986673853.193,0.039,0.313
260407093855.193,0.039,0.311
473838183602.781,0.039,0.309
883156098391.619,0.039,0.307
758785068764.250,0.039,0.306
559083861401.005,0.039,0.310
902007631788.509,0.039,0.303
364613786905.346,0.039,0.312
1034934037116.576,0.039,0.305
336003610671.565,0.040,0.315
387571868274.728,0.040,0.313
1565057707979.427,0.039,0.306
389087299086.888,0.040,0.313
516254180465.084,0.039,0.306
412303135916.520,0.039,0.311
306528773830.823,0.040,0.313
369438433185.261,0.040,0.313
945145848630.764,0.039,0.310
446382175810.459,0.039,0.312
594883908174.369,0.039,0.308
532651615510.548,0.040,0.312
381033600123.934,0.040,0.318
359639427163.924,0.039,0.311
490934634006.085,0.039,0.306
364803422781.728,0.040,0.311
394453945341.905,0.039,0.313
836117662401.755,0.039,0.304
351832768627.844,0.040,0.314
374701355066.889,0.039,0.311
1577649829714.244,0.038,0.300
544142572265.509,0.039,0.308
524908351978.916,0.039,0.310
373057396319.778,0.040,0.312
692669268339.754,0.039,0.307
284115407293.892,0.039,0.307
569362191827.258,0.039,0.312
409281874387.844,0.039,0.313
647952563657.367,0.039,0.309
389847977853.329,0.039,0.313
488024735851.936,0.039,0.309
463370025798.704,0.039,0.311
387194240628.408,0.040,0.315
1282638969070.407,0.038,0.296
433657515282.937,0.039,0.303
500885997705.465,0.039,0.309
815412588247.731,0.038,0.296
699844064735.832,0.039,0.310
479771957219.787,0.040,0.314
678172745580.743,0.039,0.309
419664909190.129,0.040,0.313
358585281981.846,0.039,0.313
398484068968.772,0.038,0.303
528776235014.465,0.040,0.312
600722167864.749,0.039,0.311
468087783327.451,0.040,0.311
433673512132.799,0.039,0.309
364076448841.839,0.039,0.306
451946825281.677,0.040,0.315
984345786471.123,0.035,0.274
292243216799.067,0.039,0.307
541577086864.701,0.039,0.308
432181028397.777,0.039,0.307
475232280014.035,0.039,0.314
0.000,0.000,0.000
325190884078.062,0.039,0.312
400588056829.140,0.040,0.313
