#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRW 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,3111,155,0.000
#EstTriByRW
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
1911874.206,1289378.638,35804868.494,3659897.498 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.010,0.086

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
6195107850054.521,0.010,0.084
12072636960356.082,0.010,0.081
5369207191744.090,0.010,0.083
0.000,0.010,0.084
7074836797296.802,0.010,0.084
4407563279718.078,0.010,0.081
3079509967068.069,0.010,0.084
8957112468230.439,0.010,0.079
14683038720433.627,0.010,0.082
10205352947708.279,0.010,0.084
3055668705843.269,0.010,0.085
3032072913127.201,0.010,0.086
2143446817018.766,0.010,0.081
8357511885879.440,0.010,0.084
12962749323813.943,0.010,0.080
0.000,0.010,0.083
9220579394762.869,0.010,0.084
60483430154522.008,0.010,0.079
2109956070933.534,0.010,0.084
18183386066809.094,0.010,0.081
7916479606380.566,0.010,0.080
7199521025138.741,0.010,0.084
17046442313336.951,0.010,0.080
3037949021790.772,0.010,0.085
10780942707971.043,0.010,0.081
4195153920123.894,0.010,0.083
0.000,0.000,0.002
13634250240402.654,0.010,0.083
6317456710039.144,0.010,0.083
5172666495252.791,0.010,0.083
5043686581780.569,0.010,0.085
7341519360216.813,0.010,0.083
6207199794303.350,0.010,0.083
4186944227895.147,0.010,0.083
6087680648014.672,0.010,0.085
6379840626780.230,0.010,0.081
5203054145248.993,0.010,0.084
10738414383488.180,0.010,0.082
9494802319200.904,0.010,0.083
5213236244408.886,0.010,0.083
7399364290474.776,0.010,0.081
0.000,0.010,0.083
7576587130696.076,0.010,0.081
15517999485758.373,0.010,0.081
7199521025138.741,0.010,0.083
5082911448191.905,0.010,0.084
12835331341277.008,0.010,0.081
5203054145248.993,0.010,0.083
15427545053868.732,0.010,0.083
5182769356649.352,0.010,0.084
10036498239441.385,0.010,0.078
14597061484344.881,0.010,0.082
6255883493290.663,0.010,0.083
7284275803348.591,0.010,0.083
6231478253653.512,0.010,0.082
5285260207481.983,0.010,0.082
22278292826465.664,0.010,0.082
5264547258365.953,0.010,0.079
12438646455958.443,0.010,0.083
6430340451056.298,0.010,0.080
6965937678525.678,0.010,0.079
13795813088785.895,0.010,0.082
9256527032321.238,0.010,0.085
5264547258365.953,0.010,0.081
8885741391144.512,0.010,0.079
0.000,0.010,0.085
10126496739302.574,0.010,0.085
4114012014364.995,0.010,0.084
6280416341842.721,0.010,0.082
12048651595931.592,0.010,0.082
0.000,0.000,0.000
4355300231091.877,0.010,0.081
6329868212800.603,0.010,0.083
13768709338018.637,0.010,0.082
5172666495252.791,0.010,0.083
14798728580949.553,0.010,0.082
10446889857349.301,0.010,0.082
6243664974298.792,0.010,0.082
4050598695721.030,0.010,0.084
18732143938801.832,0.010,0.080
13580074701773.980,0.009,0.077
0.000,0.000,0.001
4074224941124.358,0.010,0.084
4643958452350.452,0.010,0.078
8373888455790.295,0.010,0.081
6195107850054.521,0.010,0.083
9167006117529.805,0.010,0.083
7241733093353.907,0.010,0.082
6532950346637.816,0.010,0.080
8780099607531.696,0.010,0.080
12709577850478.742,0.010,0.080
16107621575232.268,0.010,0.081
6367298348670.413,0.010,0.084
4170588995527.109,0.010,0.082
30632526086812.094,0.009,0.070
5102676473854.140,0.010,0.084
20397620910866.883,0.010,0.078
196447076464200.531,0.009,0.067
10265033223560.232,0.010,0.082
7270057962595.764,0.010,0.083
