#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRW 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,18666,933,0.001
#EstTriByRW
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
1263572052.106,38472.507,111650326900.126,11190312786.960 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.060,0.459

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
211631416263.213,0.059,0.449
258183887305.073,0.059,0.451
193208747443.813,0.059,0.450
94892674016.692,0.060,0.455
161999094521.516,0.059,0.454
199988581052.582,0.059,0.450
178327106093.098,0.059,0.449
138535062713.414,0.059,0.451
144294147452.190,0.059,0.447
184810701245.813,0.059,0.453
612579238247154816.000,0.000,0.001
198425017137.806,0.058,0.441
334629408862.556,0.059,0.447
257845685170.379,0.057,0.441
172069167304.763,0.059,0.450
172366174618.342,0.059,0.445
153963875731.074,0.059,0.457
188378528757.717,0.059,0.455
128580318101.007,0.059,0.443
251909788782.783,0.059,0.451
326181786903.302,0.059,0.449
195098474665.158,0.059,0.449
190357538572.646,0.059,0.451
229001751594.841,0.059,0.450
243788966321.590,0.059,0.459
188133084451.458,0.059,0.451
188110451366.890,0.059,0.446
218426257734.485,0.059,0.453
218673490859.955,0.059,0.448
193082823866.996,0.059,0.449
126573464744.585,0.059,0.448
141039745687.594,0.059,0.452
448478883861.722,0.059,0.447
170364738229.417,0.060,0.459
300979436925.193,0.058,0.440
158259408243.038,0.059,0.450
222982183793.891,0.059,0.444
155680929245.559,0.059,0.456
324640471284.569,0.059,0.443
199976465286.769,0.058,0.445
261087081571.436,0.059,0.445
209127898778.157,0.059,0.458
231399515394.388,0.058,0.443
934779758909.987,0.058,0.439
214762351210.165,0.059,0.448
198103544053.137,0.059,0.455
147800969141.148,0.059,0.456
275992964160.467,0.059,0.455
137951726464.773,0.059,0.459
243569705004.786,0.059,0.454
208038338493.231,0.059,0.454
217785572759.492,0.059,0.449
219715186549.186,0.059,0.454
0.000,0.000,0.002
216404826668.976,0.058,0.440
282163613989.824,0.058,0.441
288061759888.031,0.059,0.444
149932215545.291,0.059,0.454
0.000,0.000,0.000
238680570825.931,0.058,0.444
258183887305.073,0.059,0.453
222396672888.615,0.059,0.444
315504594505.367,0.059,0.448
151484368100.549,0.060,0.455
147924020842.230,0.059,0.453
111095029780.192,0.059,0.450
180216440668.799,0.058,0.449
317234513228.798,0.059,0.446
244215405708.068,0.058,0.444
262450833752.964,0.059,0.448
361782697267.835,0.059,0.445
286380764070.035,0.058,0.446
319595798097.908,0.058,0.440
260831809049.147,0.059,0.449
318411275742.456,0.057,0.436
584651623064.645,0.059,0.444
133975460638.177,0.059,0.454
363396892883.091,0.059,0.444
80668870880283760.000,0.000,0.001
163693189047.539,0.059,0.452
177625415368.207,0.059,0.448
140282389708.329,0.058,0.437
153114812157.917,0.059,0.456
221115092487.971,0.058,0.441
237376531737.622,0.059,0.457
142384739177.532,0.059,0.448
157526929056.302,0.059,0.452
134718391264.690,0.059,0.455
216159610603.826,0.059,0.451
120558839747.775,0.059,0.454
454188613194.998,0.059,0.449
164817794824.788,0.059,0.452
281795016109.830,0.059,0.448
238954830814.704,0.057,0.436
238709996842.347,0.059,0.450
316713488730.074,0.059,0.445
189165505884.349,0.059,0.448
0.000,0.000,0.000
287518950807.453,0.058,0.438
132849743623.369,0.060,0.459
