#Filename = graphs/graph_in_edges_format/soc-flickr-und.edges , Algo name = EstTriByRW 
########################
#Graph Properties
########################
vertices,edges,triangles
1715255,31110082,548658705
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,15555,777,0.001
#EstTriByRW
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
62579.439,54162.010,349360.506,44245.640 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.050,0.389

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
346032795633.100,0.049,0.380
340521111153.463,0.049,0.382
647314869910.974,0.049,0.383
204981461629.516,0.050,0.384
355298575870.178,0.049,0.382
486398242807.553,0.049,0.376
197395709202.376,0.050,0.383
278991733166.581,0.050,0.385
594167527124.742,0.049,0.374
239731046415.402,0.049,0.379
720403903121.457,0.049,0.374
223023882601.963,0.049,0.386
284266648567.596,0.049,0.383
247321891722.429,0.050,0.383
452899108699.923,0.049,0.376
195956877432.697,0.049,0.377
297481138783.686,0.049,0.383
264118607637.105,0.049,0.386
365580057547.673,0.049,0.383
257925651118.575,0.049,0.378
312908516441.205,0.050,0.384
196034086603.375,0.049,0.382
187363199724.043,0.049,0.382
379493982818.720,0.049,0.380
318831697929.416,0.049,0.382
0.000,0.000,0.000
611054509641.396,0.049,0.380
313996496060.109,0.049,0.381
152215493975.481,0.049,0.383
314866483507.249,0.049,0.383
426819422647.004,0.049,0.379
634362248397.295,0.049,0.375
181298742215.637,0.050,0.386
297456950587.453,0.049,0.377
306956874272.974,0.049,0.382
780214641394.831,0.049,0.377
202237965216.771,0.049,0.384
0.000,0.000,0.001
276663253012.441,0.049,0.384
301814457831.754,0.049,0.381
287420930259.686,0.050,0.389
1116401161039.924,0.050,0.381
392342473728.825,0.050,0.380
387807087636.245,0.049,0.374
624160228322.886,0.049,0.382
453157426042.644,0.049,0.380
172721245552.079,0.050,0.385
437090592208.677,0.049,0.377
537460421270.505,0.048,0.370
1005260268365.483,0.049,0.377
254655448827.316,0.048,0.375
439514699321.078,0.049,0.374
0.000,0.000,0.001
331179837792.418,0.049,0.380
296208865034.280,0.050,0.377
305234246101.935,0.049,0.371
275474312416.936,0.049,0.383
346713069610.818,0.049,0.380
487384521543.379,0.047,0.366
374578850007.813,0.049,0.380
235205042243.507,0.049,0.381
411866861355.640,0.049,0.377
430567416486.072,0.048,0.375
331567787582.519,0.049,0.382
236100594360.539,0.047,0.367
0.000,0.000,0.000
204718566962.524,0.049,0.379
345536541372.151,0.049,0.378
386857780998.551,0.048,0.375
233461656984.227,0.049,0.382
255495272350.967,0.049,0.376
299110956175.369,0.049,0.378
185676134242.151,0.049,0.380
641270600351.052,0.049,0.373
263907826141.868,0.049,0.380
332474419311.278,0.048,0.368
255665551799.292,0.049,0.385
0.000,0.000,0.000
348215961428.379,0.049,0.379
198940672549.511,0.049,0.382
225829549395.970,0.049,0.387
218148003846.442,0.049,0.381
227286383129.186,0.049,0.376
261634552795.758,0.049,0.381
1917345486968.798,0.049,0.374
493681441723.799,0.050,0.382
0.000,0.000,0.000
281709994102.277,0.049,0.382
203513240286.092,0.049,0.382
369940463918.329,0.048,0.371
325942963549.298,0.049,0.380
297713243692.950,0.049,0.387
289895451221.013,0.049,0.382
262561360244.052,0.049,0.380
620971154339.942,0.049,0.380
192373319855.826,0.049,0.385
188363094138.102,0.050,0.385
216193436601.484,0.049,0.382
309502881162.094,0.047,0.365
164624570076.895,0.050,0.387
