#Filename = graphs/graph_in_edges_format/soc-twitter-konect.edges , Algo name = EstTriByRWandWghtedSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
41652230,2405026092,34824916864
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,1202513,60125,0.000500
#EstTriByRWandWghtedSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
1.619,1.386,5.299,1.200 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.053,2.056

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
34883605105.654,0.053,2.053
34085936826.275,0.053,2.052
34511774017.068,0.053,2.056
35952468537.743,0.053,2.049
34289775343.794,0.053,2.054
33526283617.806,0.053,2.051
34071609140.605,0.053,2.052
36095879276.152,0.053,2.051
34430504638.824,0.053,2.051
35261622467.141,0.053,2.052
35941808100.828,0.053,2.051
35602465542.233,0.053,2.049
35465268822.773,0.053,2.051
34396480941.423,0.053,2.052
35413241733.049,0.053,2.053
34888524330.690,0.053,2.052
34988474195.387,0.053,2.053
34656961552.468,0.053,2.051
35898935531.204,0.053,2.053
35094334266.629,0.053,2.050
34540196803.686,0.053,2.052
35470083869.460,0.053,2.052
34671647494.585,0.053,2.049
35997098298.086,0.053,2.050
34766454489.580,0.053,2.052
34649587593.151,0.053,2.053
33994466724.182,0.053,2.053
33911113260.303,0.053,2.051
34128821520.756,0.053,2.052
35116020137.812,0.053,2.051
35831088289.574,0.053,2.050
36070146235.217,0.053,2.053
34611813808.571,0.053,2.053
34994369235.828,0.053,2.052
33911137252.553,0.053,2.054
35161765423.221,0.053,2.051
35117855968.486,0.053,2.053
34239375727.114,0.053,2.052
34897947865.554,0.053,2.050
35949858171.206,0.053,2.052
35932755969.388,0.053,2.051
34714693211.192,0.053,2.054
35473007292.990,0.053,2.052
35753501528.818,0.053,2.052
33191732404.576,0.053,2.054
34947305882.643,0.053,2.052
34644597769.342,0.053,2.055
34888129722.941,0.053,2.054
34693117761.219,0.053,2.053
34159869109.602,0.053,2.052
34653402375.933,0.053,2.053
34158934672.876,0.053,2.051
35323904093.307,0.053,2.053
36670292426.873,0.053,2.052
34612391060.850,0.053,2.051
34691454454.927,0.053,2.050
34442306295.924,0.053,2.054
34741450585.604,0.053,2.052
34071308681.865,0.053,2.052
34450311834.991,0.053,2.054
34835966020.821,0.053,2.054
34690779273.645,0.053,2.051
34454730301.822,0.053,2.051
33826777268.786,0.053,2.054
34319002828.239,0.053,2.052
35110958197.328,0.053,2.050
34919125224.202,0.053,2.052
34505847168.426,0.053,2.052
33412728592.273,0.053,2.053
35591593516.104,0.053,2.052
34959831961.792,0.053,2.051
36141808441.435,0.053,2.051
35679816742.764,0.053,2.054
35269137651.811,0.053,2.052
36091266323.709,0.053,2.054
33844941056.973,0.053,2.053
33314186271.232,0.053,2.056
35320697570.307,0.053,2.052
35106418634.110,0.053,2.049
35189089864.416,0.053,2.054
34491237010.378,0.053,2.052
35646274683.468,0.053,2.049
35307596102.197,0.053,2.052
34703381206.585,0.053,2.053
35294430385.336,0.053,2.052
34656038391.950,0.053,2.054
35558916625.707,0.053,2.052
35404607972.819,0.053,2.052
35120116023.574,0.053,2.054
35237878800.270,0.053,2.051
36169533844.541,0.053,2.050
34644422968.704,0.053,2.053
34244965767.826,0.053,2.054
35277892196.894,0.053,2.051
34863736186.357,0.053,2.052
33954100297.340,0.053,2.053
35410267652.852,0.053,2.052
35350643069.299,0.053,2.055
34680160662.079,0.053,2.055
34246301643.786,0.053,2.054
