#Filename = graphs/graph_in_edges_format/soc-twitter-konect.edges , Algo name = EstTriByRWandWghtedSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
41652230,2405026092,34824916864
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,601256,30062,0.000250
#EstTriByRWandWghtedSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
2.234,1.852,7.447,1.805 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.026,1.123

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
34850773750.605,0.026,1.120
34726336171.337,0.026,1.119
37418460836.799,0.026,1.119
36070997755.528,0.026,1.118
34591242749.522,0.026,1.120
34621744449.795,0.026,1.121
34926309801.008,0.026,1.120
33726850261.423,0.026,1.121
35484737700.432,0.026,1.118
36178120889.091,0.026,1.119
34121295259.642,0.026,1.120
34385854865.458,0.026,1.120
35709877095.457,0.026,1.119
35283438188.296,0.026,1.120
36766908251.887,0.026,1.119
35047830438.812,0.026,1.119
35684917689.008,0.026,1.118
35578019046.758,0.026,1.118
33909898541.331,0.026,1.121
34000815575.707,0.026,1.120
34116733505.956,0.026,1.120
32615654433.768,0.026,1.119
35673962197.674,0.026,1.119
34826495779.317,0.026,1.121
35439136081.031,0.026,1.121
35043207826.648,0.026,1.120
34135486438.974,0.026,1.121
34431731837.504,0.026,1.121
34500882833.520,0.026,1.120
34984877418.715,0.026,1.119
34736391831.138,0.026,1.122
34947295905.019,0.026,1.118
33794962250.082,0.026,1.119
36272254878.298,0.026,1.121
34179798304.343,0.026,1.121
35166427746.817,0.026,1.119
35635191824.718,0.026,1.118
35272069906.303,0.026,1.120
36414192755.205,0.026,1.121
36412716389.607,0.026,1.120
35245059407.856,0.026,1.120
33783653093.149,0.026,1.121
34907291643.822,0.026,1.119
34693595582.083,0.026,1.120
35435553545.348,0.026,1.120
32953848413.660,0.026,1.119
33689780545.125,0.026,1.123
34806237799.152,0.026,1.120
34220947257.374,0.026,1.119
36238371988.803,0.026,1.118
33241290447.337,0.026,1.122
36163031154.457,0.026,1.118
35213290693.708,0.026,1.117
37316079894.507,0.026,1.121
34370618435.466,0.026,1.118
36338377818.790,0.026,1.120
34246463861.367,0.026,1.119
33632746685.322,0.026,1.120
33781465225.236,0.026,1.120
35511969917.321,0.026,1.119
34009241125.914,0.026,1.121
36833523492.721,0.026,1.118
34632951780.148,0.026,1.119
35458637766.013,0.026,1.120
33499795009.100,0.026,1.119
34029960281.585,0.026,1.119
34326723396.020,0.026,1.119
32625268420.442,0.026,1.122
34557683197.411,0.026,1.121
34745940694.477,0.026,1.118
34880485742.919,0.026,1.120
34811075357.747,0.026,1.119
35330344722.278,0.026,1.119
35023528082.300,0.026,1.120
35246475742.133,0.026,1.119
34656129330.480,0.026,1.121
35595509705.575,0.026,1.119
35331006910.134,0.026,1.118
34857217990.792,0.026,1.120
33184331603.101,0.026,1.121
34121888218.710,0.026,1.120
36076059480.441,0.026,1.117
36833119854.288,0.026,1.120
36231353802.537,0.026,1.120
34984477826.457,0.026,1.120
34382994535.380,0.026,1.120
34282556598.504,0.026,1.120
35652219982.700,0.026,1.119
33183364512.712,0.026,1.122
33939210415.806,0.026,1.122
32605926796.672,0.026,1.119
35139929123.209,0.026,1.119
34118422800.753,0.026,1.119
34853875792.023,0.026,1.121
34903175843.556,0.026,1.119
34514332520.823,0.026,1.119
35304073030.941,0.026,1.119
33391219642.219,0.026,1.121
34438783871.381,0.026,1.120
34463898532.505,0.026,1.120
