#Filename = graphs/graph_in_edges_format/soc-twitter-konect.edges , Algo name = EstTriByRWandWghtedSampling 
########################
#Graph Properties
########################
vertices,edges,triangles
41652230,2405026092,34824916864
no_of_repeat,seed_count,walk_length,subsample_size,sparsification_prob
100,1,60125,3006,0.000025
#EstTriByRWandWghtedSampling
#Results: Mean Err, Median Err, Max Err, stddev Err (in %) of simple sampling
6.528,5.454,21.880,4.943 

Fraction of edges seen, fraction of vertices seen(maximum over all run)
0.003,0.131

triangle_estimate,fraction_of_edges_seen,fraction_of_vertices_seen
35725784453.401,0.003,0.130
38170032567.725,0.003,0.130
35208813116.263,0.003,0.130
32288131130.539,0.003,0.130
38301979940.665,0.003,0.130
40116104645.294,0.003,0.130
36254186353.669,0.003,0.130
30173231246.648,0.003,0.130
35763892671.226,0.003,0.130
33089540357.253,0.003,0.130
30410678626.428,0.003,0.130
33077709523.645,0.003,0.130
37143980378.255,0.003,0.130
36900963410.439,0.003,0.130
33377091680.475,0.003,0.130
35123672338.949,0.003,0.130
38252509743.287,0.003,0.130
41001357223.404,0.003,0.130
31327971911.427,0.003,0.130
35389261334.748,0.003,0.130
33727948906.734,0.003,0.130
36283629700.377,0.003,0.130
36517820491.267,0.003,0.130
38843126124.239,0.003,0.130
36308792435.110,0.003,0.130
32634904693.066,0.003,0.130
34021185594.363,0.003,0.130
38427424548.447,0.003,0.131
37259666663.269,0.003,0.130
31472014013.054,0.003,0.130
30013427250.801,0.003,0.130
32925612936.764,0.003,0.130
32111282651.706,0.003,0.130
37963161620.798,0.003,0.130
42444576912.754,0.003,0.130
37595553427.713,0.003,0.130
33443487177.909,0.003,0.130
35925591258.486,0.003,0.130
35153295734.184,0.003,0.130
33074261914.719,0.003,0.130
31410369472.021,0.003,0.130
34219171701.053,0.003,0.130
34249672331.354,0.003,0.130
37410714755.741,0.003,0.130
33877609971.516,0.003,0.130
36216208596.341,0.003,0.130
30533684817.868,0.003,0.130
42350132641.293,0.003,0.131
38453912433.949,0.003,0.130
34889979391.119,0.003,0.130
27267585285.659,0.003,0.130
31859372287.340,0.003,0.130
39646733684.850,0.003,0.130
30567728992.934,0.003,0.130
31497936143.916,0.003,0.130
37405776232.436,0.003,0.130
36789982146.529,0.003,0.130
34947042538.470,0.003,0.130
37002420712.076,0.003,0.130
30915132835.086,0.003,0.130
31772883278.500,0.003,0.130
34651037271.237,0.003,0.130
35160133040.564,0.003,0.130
33579455692.279,0.003,0.130
36275955232.553,0.003,0.130
40358929501.910,0.003,0.130
35037616169.136,0.003,0.131
35454192544.839,0.003,0.130
33321075989.597,0.003,0.130
33306960786.562,0.003,0.130
32982888488.283,0.003,0.131
34463662982.934,0.003,0.130
32281026549.137,0.003,0.130
36798407474.129,0.003,0.130
32417239637.018,0.003,0.130
39028482133.826,0.003,0.130
35692991422.980,0.003,0.130
33751229931.098,0.003,0.131
33802896965.350,0.003,0.130
36383242890.191,0.003,0.130
35419671065.859,0.003,0.130
35781650641.659,0.003,0.130
33872300612.518,0.003,0.130
32480576984.175,0.003,0.130
34159908955.653,0.003,0.130
37905004496.175,0.003,0.131
34455720062.430,0.003,0.130
34236591311.195,0.003,0.130
36639479216.326,0.003,0.130
34978814692.879,0.003,0.130
32639764286.705,0.003,0.130
40488883040.844,0.003,0.130
34874403320.604,0.003,0.130
32396217486.129,0.003,0.130
33701421792.595,0.003,0.130
38665262271.783,0.003,0.130
33756749245.800,0.003,0.130
35122704929.918,0.003,0.130
38062524348.812,0.003,0.130
31427049134.015,0.003,0.130
